"cpg_id","chr","pos"
"cg18467756","chr2",219031519
"cg18477117","chr2",127830703
"cg18477166","chr2",19131738
"cg18477797","chr2",166215248
"cg18478731","chr2",129659682
"cg18479068","chr2",216878351
"cg18479711","chr2",240031454
"cg18481230","chr2",155555347
"cg18481642","chr2",191897687
"cg18482666","chr2",206520809
"cg18482960","chr2",99760272
"cg18483459","chr2",203294144
"cg18484294","chr2",202645530
"cg18484299","chr2",171787393
"cg18484665","chr2",40005788
"cg18485872","chr2",242750355
"cg18490616","chr2",88469792
"cg18496262","chr2",8977857
"cg18499001","chr2",42068506
"cg18512092","chr2",27274554
"cg18515527","chr2",14780952
"cg18516557","chr2",177004015
"cg18517369","chr2",231899207
"cg18518914","chr2",111436559
"cg18519264","chr2",169666498
"cg18521362","chr2",62390918
"cg18521536","chr2",203241570
"cg18522284","chr2",70781310
"cg18522603","chr2",205912371
"cg18523921","chr2",61765473
"cg18524114","chr2",505661
"cg18524739","chr2",105471348
"cg18525316","chr2",121742841
"cg18525669","chr2",20856493
"cg18526870","chr2",234545177
"cg18527583","chr2",77856944
"cg18527971","chr2",177610783
"cg18528091","chr2",236888308
"cg18528591","chr2",232648086
"cg18529294","chr2",25016799
"cg18529569","chr2",70169911
"cg18530075","chr2",25265699
"cg18530568","chr2",235353937
"cg18530712","chr2",1700694
"cg18537085","chr2",70120936
"cg18538138","chr2",33604572
"cg18538751","chr2",233879149
"cg18542495","chr2",43495541
"cg18543306","chr2",69179204
"cg18544564","chr2",189839120
"cg18544888","chr2",122259959
"cg18545433","chr2",175753137
"cg18545992","chr2",133013028
"cg18546674","chr2",148599168
"cg18546752","chr2",173792840
"cg18548165","chr2",1712318
"cg18552520","chr2",192746489
"cg18555299","chr2",98350679
"cg18556455","chr2",45178474
"cg18556587","chr2",159909020
"cg18556792","chr2",43445934
"cg18556822","chr2",169658881
"cg18560720","chr2",96952519
"cg18560965","chr2",365815
"cg18561684","chr2",100627285
"cg18561976","chr2",204801508
"cg18562121","chr2",27076093
"cg18564686","chr2",10169675
"cg18572219","chr2",202898183
"cg18579327","chr2",208395557
"cg18579875","chr2",217540128
"cg18580232","chr2",116155326
"cg18581221","chr2",152118200
"cg18581950","chr2",219124271
"cg18583702","chr2",3700907
"cg18583728","chr2",46727356
"cg18584067","chr2",64975916
"cg18584561","chr2",11682017
"cg18584907","chr2",162016888
"cg18585789","chr2",179629357
"cg18586780","chr2",235953304
"cg18587465","chr2",152784175
"cg18588441","chr2",175816203
"cg18589448","chr2",2755386
"cg18592384","chr2",9459318
"cg18609783","chr2",175199349
"cg18610261","chr2",37899776
"cg18610302","chr2",121992797
"cg18610978","chr2",135206815
"cg18611281","chr2",27805844
"cg18611949","chr2",86668510
"cg18612167","chr2",2295901
"cg18617219","chr2",122325428
"cg18617669","chr2",188858890
"cg18617958","chr2",192560369
"cg18618964","chr2",68480222
"cg18619039","chr2",91932949
"cg18619300","chr2",7009129
"cg18619409","chr2",187867181
"cg18619591","chr2",172950125
"cg18623263","chr2",172242908
"cg18623658","chr2",62900278
"cg18623836","chr2",10261907
"cg18624016","chr2",242004954
"cg18624059","chr2",31362226
"cg18625006","chr2",107086006
"cg18625303","chr2",27226681
"cg18625361","chr2",61244694
"cg18626427","chr2",199965379
"cg18626478","chr2",205591269
"cg18630855","chr2",37459194
"cg18635064","chr2",113595816
"cg18637383","chr2",37308026
"cg18638253","chr2",158485309
"cg18638581","chr2",75059602
"cg18639038","chr2",10262323
"cg18639125","chr2",11051728
"cg18639238","chr2",1625185
"cg18643383","chr2",69864882
"cg18644710","chr2",201172048
"cg18644787","chr2",208890461
"cg18644791","chr2",121310778
"cg18645032","chr2",37426595
"cg18646521","chr2",111875858
"cg18652862","chr2",236673331
"cg18652923","chr2",109745344
"cg18657700","chr2",241807708
"cg18658122","chr2",241581957
"cg18658230","chr2",1887399
"cg18658231","chr2",170283027
"cg18658787","chr2",33541881
"cg18661819","chr2",131113440
"cg18662228","chr2",236867804
"cg18662507","chr2",175163052
"cg18663033","chr2",241034966
"cg18663232","chr2",242029230
"cg18663259","chr2",2757161
"cg18663897","chr2",240900096
"cg18664514","chr2",219851181
"cg18665334","chr2",231735434
"cg18666330","chr2",9567703
"cg18666649","chr2",33948457
"cg18668327","chr2",11262719
"cg18668821","chr2",75425832
"cg18668836","chr2",113103184
"cg18669135","chr2",200524505
"cg18669966","chr2",176961753
"cg18670100","chr2",99549050
"cg18670846","chr2",68917482
"cg18672716","chr2",193256
"cg18675617","chr2",66807918
"cg18676393","chr2",39005264
"cg18676967","chr2",233217476
"cg18681853","chr2",224889133
"cg18685915","chr2",202015549
"cg18685995","chr2",44588913
"cg18686547","chr2",153326947
"cg18690705","chr2",80547658
"cg18694780","chr2",237477359
"cg18702197","chr2",177027641
"cg18703875","chr2",131006581
"cg18703975","chr2",242665153
"cg18703983","chr2",18097337
"cg18704057","chr2",64216345
"cg18704201","chr2",133022807
"cg18704543","chr2",85788826
"cg18709306","chr2",106431541
"cg18712599","chr2",135227039
"cg18712919","chr2",28112170
"cg18714498","chr2",230578312
"cg18719170","chr2",240969975
"cg18720905","chr2",96990858
"cg18730926","chr2",120396872
"cg18731202","chr2",70734532
"cg18731761","chr2",168649566
"cg18731811","chr2",192106113
"cg18735601","chr2",17721764
"cg18736431","chr2",240253264
"cg18736835","chr2",174719603
"cg18737136","chr2",224866441
"cg18737844","chr2",162285454
"cg18739089","chr2",7998290
"cg18739675","chr2",43041125
"cg18739808","chr2",62257530
"cg18740188","chr2",99918767
"cg18742855","chr2",26800399
"cg18743140","chr2",28680017
"cg18744822","chr2",91933576
"cg18745035","chr2",167207324
"cg18745176","chr2",65092221
"cg18750819","chr2",217342965
"cg18750833","chr2",71358451
"cg18750960","chr2",177016417
"cg18751203","chr2",3489235
"cg18752448","chr2",55496462
"cg18752527","chr2",197132869
"cg18752854","chr2",218809254
"cg18753162","chr2",219314121
"cg18753695","chr2",38829076
"cg18754555","chr2",242212528
"cg18754629","chr2",131688506
"cg18755020","chr2",241828030
"cg18755404","chr2",236765874
"cg18757066","chr2",187351078
"cg18757817","chr2",208572165
"cg18757828","chr2",132233784
"cg18758281","chr2",161808953
"cg18758483","chr2",10661702
"cg18759732","chr2",65889827
"cg18760220","chr2",170681009
"cg18761223","chr2",10092455
"cg18761948","chr2",2754976
"cg18763191","chr2",86115509
"cg18763247","chr2",12907913
"cg18764015","chr2",214148856
"cg18766080","chr2",191879342
"cg18766847","chr2",135595627
"cg18767846","chr2",182303206
"cg18769357","chr2",68691913
"cg18771570","chr2",154143768
"cg18771955","chr2",122660086
"cg18773591","chr2",51001003
"cg18773937","chr2",113594611
"cg18774154","chr2",126504079
"cg18779500","chr2",168441181
"cg18780276","chr2",85829672
"cg18780603","chr2",235947655
"cg18781835","chr2",242892815
"cg18782447","chr2",132559203
"cg18786374","chr2",202313532
"cg18789177","chr2",217729408
"cg18790143","chr2",241080464
"cg18790787","chr2",118170690
"cg18790856","chr2",37751449
"cg18791048","chr2",237120150
"cg18791136","chr2",201237307
"cg18792992","chr2",44226225
"cg18793512","chr2",30458365
"cg18793799","chr2",8818257
"cg18793806","chr2",95826087
"cg18794622","chr2",240986437
"cg18794882","chr2",9613216
"cg18794891","chr2",25261606
"cg18797053","chr2",220143977
"cg18798247","chr2",233561834
"cg18802758","chr2",202646102
"cg18805978","chr2",130734711
"cg18806033","chr2",134182001
"cg18806140","chr2",79739278
"cg18807003","chr2",1822412
"cg18810022","chr2",134989811
"cg18810797","chr2",144529920
"cg18811423","chr2",55921094
"cg18811621","chr2",208207188
"cg18813234","chr2",123420717
"cg18814227","chr2",180046003
"cg18815025","chr2",85980731
"cg18822137","chr2",181851803
"cg18822719","chr2",220035962
"cg18823499","chr2",776666
"cg18824560","chr2",70485148
"cg18825430","chr2",86422958
"cg18825594","chr2",10184650
"cg18826637","chr2",145116633
"cg18827097","chr2",3522506
"cg18827501","chr2",167338333
"cg18827934","chr2",241732587
"cg18828816","chr2",159450691
"cg18829443","chr2",74227916
"cg18830527","chr2",87018966
"cg18834200","chr2",172017416
"cg18834375","chr2",164593810
"cg18835090","chr2",121605817
"cg18835416","chr2",74741941
"cg18835493","chr2",23914183
"cg18836934","chr2",242933596
"cg18838133","chr2",131357649
"cg18843110","chr2",194142822
"cg18843739","chr2",192712530
"cg18843856","chr2",121651050
"cg18845236","chr2",101009928
"cg18845417","chr2",95745976
"cg18845960","chr2",37387350
"cg18847009","chr2",70175826
"cg18852313","chr2",47382287
"cg18852574","chr2",161265289
"cg18852899","chr2",38154797
"cg18854004","chr2",8444004
"cg18854045","chr2",11271359
"cg18854666","chr2",219247055
"cg18854872","chr2",198292151
"cg18855030","chr2",143886940
"cg18855104","chr2",45181829
"cg18855281","chr2",69243428
"cg18856091","chr2",105956343
"cg18857618","chr2",87048489
"cg18857767","chr2",178043005
"cg18859089","chr2",232277014
"cg18859174","chr2",118982679
"cg18859776","chr2",215275054
"cg18860854","chr2",242293175
"cg18861713","chr2",9766266
"cg18861762","chr2",242127852
"cg18862005","chr2",177940863
"cg18862260","chr2",190927550
"cg18862813","chr2",222119702
"cg18863234","chr2",234358833
"cg18864124","chr2",227288863
"cg18864227","chr2",145353995
"cg18864880","chr2",132179576
"cg18865999","chr2",70485303
"cg18866212","chr2",167698517
"cg18866792","chr2",217152056
"cg18867375","chr2",233414968
"cg18868922","chr2",54687288
"cg18869127","chr2",113956255
"cg18869372","chr2",58853779
"cg18869444","chr2",241326932
"cg18869840","chr2",85436586
"cg18879198","chr2",146888398
"cg18881174","chr2",121283801
"cg18881440","chr2",176470789
"cg18882156","chr2",42276442
"cg18883643","chr2",27845233
"cg18885210","chr2",121516533
"cg18887096","chr2",219472410
"cg18887961","chr2",220160545
"cg18890556","chr2",225266580
"cg18890876","chr2",159742670
"cg18891081","chr2",47382427
"cg18892722","chr2",173693800
"cg18896979","chr2",242844174
"cg18897589","chr2",42588424
"cg18898251","chr2",99765663
"cg18898562","chr2",232299169
"cg18898632","chr2",242989856
"cg18899018","chr2",119006923
"cg18899117","chr2",206411031
"cg18900271","chr2",110863886
"cg18902035","chr2",134949357
"cg18904855","chr2",231693469
"cg18905676","chr2",70370129
"cg18905952","chr2",27651203
"cg18910630","chr2",122038912
"cg18911943","chr2",677677
"cg18912768","chr2",169887819
"cg18913076","chr2",99771244
"cg18913332","chr2",113914682
"cg18913843","chr2",10517323
"cg18913890","chr2",79738619
"cg18914852","chr2",204773790
"cg18915287","chr2",198317920
"cg18915379","chr2",242212422
"cg18915450","chr2",9960773
"cg18916488","chr2",45244898
"cg18917495","chr2",74006961
"cg18917517","chr2",242743958
"cg18918083","chr2",207901689
"cg18918418","chr2",216745386
"cg18920368","chr2",27069408
"cg18921030","chr2",207678451
"cg18921061","chr2",190305608
"cg18921607","chr2",207516641
"cg18922091","chr2",88991072
"cg18923472","chr2",48983189
"cg18923479","chr2",48773405
"cg18930444","chr2",239974723
"cg18931895","chr2",239112214
"cg18940258","chr2",130692297
"cg18940723","chr2",45837923
"cg18941410","chr2",3469529
"cg18941864","chr2",234851397
"cg18942222","chr2",63667788
"cg18942464","chr2",204106998
"cg18942985","chr2",128523110
"cg18943134","chr2",191564311
"cg18943289","chr2",71919857
"cg18943812","chr2",1682348
"cg18944014","chr2",239799440
"cg18944451","chr2",177023716
"cg18946473","chr2",97152025
"cg18946805","chr2",86563753
"cg18947209","chr2",27960869
"cg18947276","chr2",48795067
"cg18947951","chr2",63285739
"cg18948125","chr2",31805970
"cg18948788","chr2",46959491
"cg18950539","chr2",187714168
"cg18950952","chr2",110872655
"cg18951135","chr2",201933718
"cg18951332","chr2",220777552
"cg18951587","chr2",64067908
"cg18956547","chr2",219031719
"cg18957751","chr2",43448938
"cg18958202","chr2",24240178
"cg18958844","chr2",55509779
"cg18958907","chr2",107498846
"cg18959044","chr2",85154198
"cg18959052","chr2",206790818
"cg18959065","chr2",29741470
"cg18959161","chr2",168725535
"cg18959169","chr2",240239988
"cg18961501","chr2",147612852
"cg18962237","chr2",119606501
"cg18962288","chr2",65541060
"cg18964609","chr2",119768968
"cg18965322","chr2",99735582
"cg18966265","chr2",63277277
"cg18966810","chr2",134368695
"cg18968196","chr2",39892502
"cg18968409","chr2",34633637
"cg18968920","chr2",153572548
"cg18969029","chr2",242169895
"cg18969232","chr2",45156937
"cg18970338","chr2",219283823
"cg18973389","chr2",183988960
"cg18976212","chr2",53868889
"cg18976852","chr2",240927122
"cg18977423","chr2",179396688
"cg18978606","chr2",104996948
"cg18981277","chr2",127805910
"cg18983986","chr2",63725028
"cg18984211","chr2",73498074
"cg18984282","chr2",134326172
"cg18984486","chr2",23609845
"cg18986925","chr2",26635591
"cg18986956","chr2",7230120
"cg18987335","chr2",177039862
"cg18987431","chr2",104000490
"cg18988685","chr2",233368473
"cg18988938","chr2",23849671
"cg18989661","chr2",231585649
"cg18989909","chr2",121344551
"cg18990157","chr2",27166550
"cg18990303","chr2",241717123
"cg18990365","chr2",183106125
"cg18990899","chr2",205385002
"cg18991132","chr2",128475701
"cg18991240","chr2",71298920
"cg18991601","chr2",208635549
"cg18992153","chr2",69785993
"cg18992265","chr2",11936109
"cg18994015","chr2",32386706
"cg18994033","chr2",231733416
"cg18994446","chr2",216248512
"cg18995558","chr2",1544370
"cg18996274","chr2",72311587
"cg18997875","chr2",242673654
"cg18998138","chr2",189157241
"cg18998670","chr2",58273552
"cg19000349","chr2",75061841
"cg19000647","chr2",11885321
"cg19001654","chr2",241834752
"cg19003183","chr2",205994737
"cg19004019","chr2",179133593
"cg19004538","chr2",85269006
"cg19006211","chr2",116183919
"cg19007167","chr2",242755350
"cg19007570","chr2",440188
"cg19008649","chr2",217560292
"cg19009018","chr2",171687469
"cg19009372","chr2",225748136
"cg19015537","chr2",147341375
"cg19015611","chr2",71126446
"cg19015708","chr2",68418292
"cg19015711","chr2",42558923
"cg19015847","chr2",40447561
"cg19017142","chr2",64431245
"cg19017581","chr2",171181391
"cg19019321","chr2",159826400
"cg19020434","chr2",220199208
"cg19024599","chr2",109886730
"cg19024632","chr2",18059103
"cg19025113","chr2",45155201
"cg19025272","chr2",201177919
"cg19026233","chr2",210648692
"cg19028160","chr2",240322010
"cg19029220","chr2",64067822
"cg19032144","chr2",101619151
"cg19035031","chr2",127315703
"cg19035186","chr2",239948889
"cg19035395","chr2",151395457
"cg19035526","chr2",217107125
"cg19035788","chr2",242881634
"cg19039313","chr2",136634366
"cg19040077","chr2",242702749
"cg19040195","chr2",60687132
"cg19040667","chr2",198669333
"cg19043574","chr2",99439533
"cg19045013","chr2",241076024
"cg19045027","chr2",14471005
"cg19045733","chr2",227656248
"cg19045956","chr2",200819837
"cg19046253","chr2",152956135
"cg19047158","chr2",208080231
"cg19047265","chr2",177025998
"cg19048327","chr2",111851682
"cg19049194","chr2",175193754
"cg19049344","chr2",166095825
"cg19049837","chr2",85293337
"cg19050351","chr2",113820090
"cg19050596","chr2",191879164
"cg19051912","chr2",241350704
"cg19053250","chr2",210676351
"cg19055178","chr2",99536966
"cg19056537","chr2",132415749
"cg19057227","chr2",3479762
"cg19058585","chr2",112944983
"cg19061696","chr2",45581335
"cg19061982","chr2",113299409
"cg19062174","chr2",157323390
"cg19067791","chr2",166809971
"cg19070338","chr2",190526263
"cg19071342","chr2",85789035
"cg19071452","chr2",152146944
"cg19071507","chr2",70232569
"cg19071879","chr2",100722155
"cg19072083","chr2",12402652
"cg19072128","chr2",239337689
"cg19073035","chr2",17788597
"cg19074170","chr2",125086435
"cg19074292","chr2",106233078
"cg19074493","chr2",88367018
"cg19074496","chr2",220117868
"cg19074970","chr2",228189846
"cg19075252","chr2",219697934
"cg19077400","chr2",232389985
"cg19077494","chr2",158723291
"cg19077806","chr2",183244218
"cg19078574","chr2",99061248
"cg19081759","chr2",9771089
"cg19083407","chr2",113993142
"cg19084127","chr2",242841239
"cg19089617","chr2",42154188
"cg19089711","chr2",139279639
"cg19089844","chr2",208490380
"cg19090468","chr2",201936478
"cg19092603","chr2",170548504
"cg19093782","chr2",242904793
"cg19093890","chr2",240868184
"cg19093939","chr2",23772766
"cg19094243","chr2",193058628
"cg19094872","chr2",242065898
"cg19094879","chr2",177505007
"cg19098091","chr2",131100595
"cg19098619","chr2",167193695
"cg19098826","chr2",32581711
"cg19099213","chr2",234958715
"cg19099433","chr2",3748379
"cg19101417","chr2",27504695
"cg19102412","chr2",121224327
"cg19102768","chr2",131966845
"cg19102771","chr2",223166909
"cg19102858","chr2",237993901
"cg19104462","chr2",216392197
"cg19105595","chr2",66017147
"cg19106237","chr2",1027860
"cg19106467","chr2",3836516
"cg19106968","chr2",135149666
"cg19109762","chr2",239889495
"cg19111030","chr2",71204600
"cg19112359","chr2",169346613
"cg19115344","chr2",52799378
"cg19115882","chr2",26919145
"cg19123296","chr2",145277741
"cg19123339","chr2",44066294
"cg19123345","chr2",235976249
"cg19124151","chr2",98615797
"cg19124316","chr2",86333498
"cg19124521","chr2",128990465
"cg19125081","chr2",242219370
"cg19132372","chr2",207079152
"cg19134705","chr2",173293182
"cg19137671","chr2",131796728
"cg19139320","chr2",1895191
"cg19139589","chr2",25149093
"cg19141132","chr2",219080920
"cg19141556","chr2",1846907
"cg19141644","chr2",27601088
"cg19143020","chr2",114430284
"cg19144531","chr2",200771915
"cg19144769","chr2",39298958
"cg19145272","chr2",180613571
"cg19145429","chr2",67506105
"cg19145710","chr2",36758130
"cg19146119","chr2",234668042
"cg19146711","chr2",44473071
"cg19147570","chr2",63815760
"cg19148731","chr2",74780229
"cg19148866","chr2",45168798
"cg19149314","chr2",197065128
"cg19149789","chr2",234225955
"cg19152818","chr2",242869012
"cg19153133","chr2",219773547
"cg19153228","chr2",173902435
"cg19154323","chr2",208890802
"cg19155100","chr2",233748146
"cg19155789","chr2",239056629
"cg19156569","chr2",234661536
"cg19159695","chr2",68923942
"cg19159853","chr2",139660149
"cg19160322","chr2",26490811
"cg19160878","chr2",197665024
"cg19172429","chr2",240878313
"cg19176530","chr2",71295334
"cg19177627","chr2",63274709
"cg19177884","chr2",150019005
"cg19178570","chr2",232063174
"cg19179687","chr2",38769204
"cg19180710","chr2",227176385
"cg19180827","chr2",47684718
"cg19182557","chr2",130345355
"cg19183358","chr2",33953437
"cg19183395","chr2",233216865
"cg19183742","chr2",3659466
"cg19184688","chr2",241935282
"cg19185146","chr2",134880302
"cg19185846","chr2",71123233
"cg19187465","chr2",220101783
"cg19188207","chr2",10340837
"cg19188632","chr2",3702481
"cg19189459","chr2",120770398
"cg19190728","chr2",145275441
"cg19190900","chr2",37553621
"cg19191624","chr2",32582276
"cg19192590","chr2",178524533
"cg19192931","chr2",60784368
"cg19193136","chr2",234157746
"cg19193403","chr2",110973946
"cg19194237","chr2",73485189
"cg19194367","chr2",148188279
"cg19194448","chr2",178976361
"cg19195949","chr2",73383912
"cg19197236","chr2",242698845
"cg19198794","chr2",74757221
"cg19198913","chr2",129495073
"cg19201144","chr2",127951364
"cg19201725","chr2",53486155
"cg19201894","chr2",27439765
"cg19202618","chr2",8021551
"cg19202813","chr2",189216616
"cg19203065","chr2",11598968
"cg19203504","chr2",210867411
"cg19205037","chr2",8736346
"cg19211851","chr2",43555466
"cg19211931","chr2",115419537
"cg19211934","chr2",6913403
"cg19214097","chr2",202814249
"cg19215671","chr2",237081839
"cg19217214","chr2",219746921
"cg19217535","chr2",65355927
"cg19217735","chr2",71250779
"cg19218067","chr2",181235115
"cg19218722","chr2",200820956
"cg19219231","chr2",61108086
"cg19219560","chr2",88926950
"cg19219655","chr2",10187086
"cg19220272","chr2",43312367
"cg19220282","chr2",65217528
"cg19220868","chr2",3659019
"cg19221620","chr2",175208144
"cg19222712","chr2",54557836
"cg19223411","chr2",219267198
"cg19223521","chr2",119436490
"cg19225422","chr2",10971446
"cg19225688","chr2",218990043
"cg19226358","chr2",129105529
"cg19226872","chr2",19558542
"cg19234858","chr2",74756372
"cg19235490","chr2",201391216
"cg19235893","chr2",105493611
"cg19237985","chr2",215593361
"cg19239767","chr2",128460787
"cg19240090","chr2",229173193
"cg19240637","chr2",7172297
"cg19241089","chr2",161351392
"cg19241279","chr2",176175002
"cg19241305","chr2",162137625
"cg19241831","chr2",26782726
"cg19242459","chr2",239006511
"cg19245120","chr2",222411535
"cg19246018","chr2",240031588
"cg19246065","chr2",11245457
"cg19255191","chr2",98262923
"cg19255475","chr2",178417960
"cg19256292","chr2",25563526
"cg19256400","chr2",131512768
"cg19256423","chr2",8397810
"cg19257464","chr2",131009324
"cg19261518","chr2",43604247
"cg19262818","chr2",28931852
"cg19263433","chr2",118618151
"cg19266265","chr2",196522552
"cg19267252","chr2",105459317
"cg19267313","chr2",203879427
"cg19267910","chr2",142948816
"cg19268119","chr2",225266880
"cg19269093","chr2",38496264
"cg19269666","chr2",229046590
"cg19272547","chr2",238286492
"cg19273101","chr2",191734576
"cg19273182","chr2",60983417
"cg19273883","chr2",207043441
"cg19274180","chr2",2726437
"cg19274871","chr2",6989510
"cg19274914","chr2",15703543
"cg19275008","chr2",37882358
"cg19275653","chr2",175532338
"cg19275757","chr2",239070904
"cg19275978","chr2",60983087
"cg19276031","chr2",85766511
"cg19277401","chr2",130832638
"cg19278235","chr2",4703876
"cg19280133","chr2",95787112
"cg19284108","chr2",112786451
"cg19284751","chr2",119699789
"cg19284767","chr2",466735
"cg19285277","chr2",70418827
"cg19285525","chr2",161209326
"cg19285633","chr2",8168189
"cg19285774","chr2",74907978
"cg19286686","chr2",158731699
"cg19286687","chr2",220282243
"cg19286774","chr2",240181931
"cg19287961","chr2",133014684
"cg19288183","chr2",158005537
"cg19288921","chr2",242819408
"cg19289072","chr2",69845618
"cg19290455","chr2",497037
"cg19293019","chr2",183580818
"cg19300632","chr2",55746645
"cg19301530","chr2",92296877
"cg19302347","chr2",236918009
"cg19302831","chr2",107502251
"cg19303187","chr2",172968881
"cg19303865","chr2",239232642
"cg19304003","chr2",30967383
"cg19305527","chr2",225434838
"cg19306307","chr2",60809307
"cg19306990","chr2",27192857
"cg19307391","chr2",223121905
"cg19307939","chr2",219719071
"cg19309079","chr2",133175311
"cg19309481","chr2",78182197
"cg19310458","chr2",80361612
"cg19311375","chr2",46542361
"cg19311431","chr2",162091931
"cg19311572","chr2",240399494
"cg19311602","chr2",128284023
"cg19320612","chr2",167168190
"cg19322479","chr2",241987099
"cg19323703","chr2",46498015
"cg19323865","chr2",236647915
"cg19323958","chr2",20071212
"cg19324027","chr2",74699582
"cg19324633","chr2",42068516
"cg19325132","chr2",74358223
"cg19325985","chr2",176956761
"cg19326244","chr2",47075777
"cg19326543","chr2",128422715
"cg19327341","chr2",71454317
"cg19331988","chr2",88771031
"cg19333194","chr2",188093537
"cg19335437","chr2",177039801
"cg19350270","chr2",162929832
"cg19350357","chr2",152118835
"cg19350870","chr2",73008384
"cg19350970","chr2",238039148
"cg19351026","chr2",63285425
"cg19351143","chr2",111662494
"cg19351166","chr2",209133632
"cg19352038","chr2",223164869
"cg19353377","chr2",180921730
"cg19353425","chr2",69968558
"cg19353947","chr2",145269644
"cg19354017","chr2",101220624
"cg19355263","chr2",232646290
"cg19356748","chr2",179664219
"cg19356943","chr2",69618507
"cg19359676","chr2",45534806
"cg19360009","chr2",30372525
"cg19360794","chr2",107830817
"cg19360796","chr2",194716174
"cg19360930","chr2",20111778
"cg19360937","chr2",76148284
"cg19361709","chr2",231177866
"cg19361800","chr2",208014177
"cg19364141","chr2",63846679
"cg19364635","chr2",38978654
"cg19364957","chr2",27579796
"cg19366042","chr2",207127364
"cg19367293","chr2",240084392
"cg19368203","chr2",3387465
"cg19368625","chr2",1452665
"cg19370054","chr2",98964186
"cg19370346","chr2",56213573
"cg19371203","chr2",224900663
"cg19371555","chr2",233320224
"cg19371706","chr2",23652036
"cg19372178","chr2",242126680
"cg19372578","chr2",4931004
"cg19373099","chr2",210008092
"cg19373813","chr2",176989586
"cg19374305","chr2",196933852
"cg19374379","chr2",96187269
"cg19375530","chr2",223185848
"cg19375539","chr2",64008069
"cg19375644","chr2",128617792
"cg19376794","chr2",85843782
"cg19376844","chr2",48543191
"cg19376851","chr2",200334137
"cg19376973","chr2",42229025
"cg19379541","chr2",26523644
"cg19379845","chr2",36706779
"cg19380295","chr2",9243141
"cg19380919","chr2",46513159
"cg19382919","chr2",171571533
"cg19383853","chr2",132245881
"cg19384073","chr2",242766412
"cg19384241","chr2",55393977
"cg19384546","chr2",217724794
"cg19384717","chr2",73402212
"cg19385265","chr2",64752082
"cg19391384","chr2",160573494
"cg19391498","chr2",38892846
"cg19391583","chr2",99997497
"cg19391697","chr2",239008943
"cg19393323","chr2",164586564
"cg19393587","chr2",70106252
"cg19394737","chr2",219892361
"cg19394739","chr2",74154363
"cg19394756","chr2",68343
"cg19397991","chr2",242048218
"cg19399885","chr2",110373776
"cg19401277","chr2",68225101
"cg19401923","chr2",75873790
"cg19402624","chr2",153278845
"cg19402853","chr2",24240246
"cg19402991","chr2",164204915
"cg19403014","chr2",48982950
"cg19404138","chr2",95872892
"cg19404500","chr2",9343124
"cg19404692","chr2",129663717
"cg19404835","chr2",217461746
"cg19405088","chr2",100506989
"cg19405162","chr2",239869824
"cg19405799","chr2",161755116
"cg19406789","chr2",167622143
"cg19406863","chr2",148242446
"cg19406878","chr2",221940988
"cg19407604","chr2",18116532
"cg19407943","chr2",130031761
"cg19409149","chr2",234608369
"cg19409229","chr2",238875243
"cg19410609","chr2",31541350
"cg19410791","chr2",87037000
"cg19410845","chr2",84686791
"cg19411272","chr2",119134044
"cg19411699","chr2",225792082
"cg19412109","chr2",220082807
"cg19414227","chr2",133923604
"cg19416073","chr2",96093031
"cg19420177","chr2",133343115
"cg19426266","chr2",145236966
"cg19426625","chr2",9518324
"cg19427188","chr2",211090281
"cg19428444","chr2",21023690
"cg19428472","chr2",160569937
"cg19428753","chr2",27342798
"cg19429323","chr2",20551234
"cg19430414","chr2",239050088
"cg19432150","chr2",70992186
"cg19432198","chr2",178993596
"cg19434107","chr2",120125169
"cg19435412","chr2",54555541
"cg19435835","chr2",18012016
"cg19439894","chr2",92280697
"cg19440928","chr2",240566145
"cg19441992","chr2",1568007
"cg19442593","chr2",26252851
"cg19445207","chr2",172287648
"cg19445269","chr2",39171830
"cg19445690","chr2",74210890
"cg19445734","chr2",55566679
"cg19446589","chr2",63268631
"cg19448478","chr2",121301692
"cg19448993","chr2",202097129
"cg19449219","chr2",61244635
"cg19449565","chr2",240230892
"cg19450816","chr2",237551858
"cg19451698","chr2",227700467
"cg19451732","chr2",122562244
"cg19452338","chr2",6115711
"cg19454930","chr2",74347776
"cg19455144","chr2",238179180
"cg19455189","chr2",231742734
"cg19455292","chr2",213696104
"cg19455953","chr2",207630073
"cg19457263","chr2",111880964
"cg19457770","chr2",113742967
"cg19458697","chr2",9340871
"cg19459542","chr2",21265912
"cg19462461","chr2",147776233
"cg19463706","chr2",70165236
"cg19463885","chr2",242626846
"cg19464815","chr2",60679659
"cg19464876","chr2",55847483
"cg19465165","chr2",131130103
"cg19475988","chr2",189298330
"cg19476053","chr2",223167463
"cg19477408","chr2",71246708
"cg19477977","chr2",235599692
"cg19479609","chr2",208390216
"cg19480470","chr2",559042
"cg19480775","chr2",4600973
"cg19482842","chr2",16790314
"cg19484160","chr2",20251973
"cg19484299","chr2",234775274
"cg19484328","chr2",222342867
"cg19484848","chr2",63829110
"cg19485804","chr2",233878714
"cg19485911","chr2",220380542
"cg19486175","chr2",129657517
"cg19486492","chr2",133036873
"cg19488158","chr2",227465812
"cg19488206","chr2",242435732
"cg19488874","chr2",175193551
"cg19489704","chr2",31508053
"cg19490001","chr2",71212056
"cg19490066","chr2",207629834
"cg19490561","chr2",10971308
"cg19490598","chr2",1237302
"cg19491221","chr2",218925608
