cpg,d_AIBL,d_AddNeuroMed,concordant_strong,mean_abs_d,CHR,MAPINFO
cg12937434,-0.077878,-0.161084,False,0.119481,17,58328587.0
cg12938320,-0.045446,-0.051003,False,0.048224,3,138010067.0
cg12940781,0.055778,-0.064662,False,0.060220,X,119875710.0
cg12940886,0.024868,-0.211569,False,0.118218,13,59415794.0
cg12965512,0.125166,-0.077483,False,0.101325,12,71158556.0
cg12967050,0.062085,-0.076241,False,0.069163,19,35742396.0
cg12967164,0.050440,-0.132497,False,0.091469,7,1714001.0
cg12968041,0.182565,0.026209,False,0.104387,22,28884944.0
cg12968732,0.092152,0.077338,False,0.084745,2,67561736.0
cg12974599,-0.051058,0.108736,False,0.079897,22,46374298.0
cg12979234,0.078251,-0.211939,False,0.145095,7,44043919.0
cg12982531,0.142050,0.220497,False,0.181274,6,71228786.0
cg12992827,-0.271338,-0.094992,False,0.183165,3,102182390.0
cg13000789,-0.085919,0.007374,False,0.046647,6,56724457.0
cg13002957,0.000792,-0.006606,False,0.003699,3,138009996.0
cg13007502,-0.089993,0.017401,False,0.053697,2,207931047.0
cg13026795,0.010335,0.072903,False,0.041619,3,16338456.0
cg13028819,-0.197168,-0.201434,False,0.199301,7,156364995.0
cg13029429,0.180623,-0.050836,False,0.115729,14,94034223.0
cg13030503,0.070289,0.190364,False,0.130327,18,8069733.0
cg13030790,0.026722,0.032220,False,0.029471,21,35049206.0
cg13041080,0.049301,0.058600,False,0.053950,6,52239820.0
cg13041597,0.059990,-0.001376,False,0.030683,2,2682026.0
cg13049471,0.216944,0.073383,False,0.145163,17,76645085.0
cg13060642,0.040304,0.188815,False,0.114559,3,52522627.0
cg13060970,-0.323132,-0.073025,False,0.198078,2,68365217.0
cg13066703,-0.021673,0.015353,False,0.018513,1,211353363.0
cg13067635,-0.164128,0.324812,False,0.244470,1,5466624.0
cg13071660,-0.111737,-0.023967,False,0.067852,8,140287745.0
cg13075951,0.121204,0.266142,False,0.193673,6,39314617.0
cg13079123,-0.122509,-0.205476,False,0.163993,15,67039575.0
cg13092487,0.007007,-0.136892,False,0.071949,11,64891474.0
cg13096278,0.226193,0.017963,False,0.122078,17,50692979.0
cg13097090,0.061382,-0.248021,False,0.154702,14,74348455.0
cg13100753,0.202734,-0.133443,False,0.168088,1,198541123.0
cg13115952,-0.088763,-0.237781,False,0.163272,8,54443919.0
cg13126638,-0.103664,-0.283377,False,0.193520,12,6377914.0
cg13128937,0.207089,-0.045071,False,0.126080,13,94705489.0
cg13130398,-0.231988,0.133716,False,0.182852,1,174875259.0
cg13145528,0.072251,0.047024,False,0.059638,7,143934751.0
cg13151811,0.196978,-0.193178,False,0.195078,11,68429866.0
cg13154413,-0.015672,-0.043931,False,0.029801,14,103728844.0
cg13155549,-0.107613,-0.229050,False,0.168331,14,102683963.0
cg13155823,0.046837,-0.022596,False,0.034716,8,80081486.0
cg13165140,0.033359,0.115569,False,0.074464,6,32845745.0
cg13172549,-0.011864,-0.051317,False,0.031590,7,27114017.0
cg13173898,-0.261904,0.368637,False,0.315271,1,41003915.0
cg13178361,-0.287450,-0.290409,True,0.288929,1,162562712.0
cg13187009,-0.147825,0.014020,False,0.080922,20,57390441.0
cg13189207,0.104778,0.097407,False,0.101093,1,44617452.0
cg13201927,0.133678,0.165944,False,0.149811,12,93583671.0
cg13203394,-0.100854,0.001671,False,0.051262,12,26798284.0
cg13206932,-0.046368,0.044539,False,0.045453,1,85582228.0
cg13208054,0.084615,0.035562,False,0.060089,17,27609328.0
cg13213810,0.175961,-0.158469,False,0.167215,22,50720292.0
cg13214190,0.038031,0.082757,False,0.060394,7,106865469.0
cg13220901,0.244315,0.044355,False,0.144335,12,52125505.0
cg13221924,-0.295336,-0.292470,True,0.293903,17,6591760.0
cg13222022,0.255025,0.088593,False,0.171809,17,60940321.0
cg13231921,-0.066948,0.114557,False,0.090752,13,94708288.0
cg13237265,0.141970,0.140348,False,0.141159,12,91146139.0
cg13239848,-0.222371,-0.124354,False,0.173363,1,12153457.0
cg13245817,0.096847,0.091574,False,0.094211,7,47441626.0
cg13247398,-0.280437,-0.239248,True,0.259843,11,46345290.0
cg13249833,-0.090782,-0.182793,False,0.136788,12,106246141.0
cg13255208,-0.053950,-0.131477,False,0.092714,14,103698846.0
cg13257331,0.025768,-0.005302,False,0.015535,3,50330675.0
cg13263472,0.041919,-0.158018,False,0.099968,14,102126819.0
cg13273540,-0.270416,-0.305856,True,0.288136,3,177132439.0
cg13292636,0.157767,0.175797,False,0.166782,8,21913747.0
cg13293524,-0.151164,-0.125185,False,0.138175,17,48574460.0
cg13295262,-0.021011,-0.097315,False,0.059163,2,176490344.0
cg13306522,-0.096591,-0.067585,False,0.082088,5,55223766.0
cg13315923,0.012827,-0.084477,False,0.048652,3,172203905.0
cg13318787,0.059152,-0.035761,False,0.047456,5,50966343.0
cg13322063,-0.100645,0.296803,False,0.198724,5,83919516.0
cg13322252,-0.088164,0.125493,False,0.106828,1,15066297.0
cg13329862,-0.085898,-0.106918,False,0.096408,6,30883099.0
cg13332142,0.111630,-0.115091,False,0.113361,3,27533787.0
cg13334949,-0.334667,-0.079015,False,0.206841,20,45842429.0
cg13340126,0.045923,0.054534,False,0.050229,5,501919.0
cg13340765,-0.146199,0.058160,False,0.102180,8,141266188.0
cg13345957,0.332948,0.027367,False,0.180158,7,157004548.0
cg13361585,0.118705,0.105026,False,0.111865,1,246796174.0
cg13364311,-0.130941,-0.042546,False,0.086743,2,221468569.0
cg13364756,0.091793,0.003986,False,0.047890,7,99827570.0
cg13366501,0.077857,-0.015723,False,0.046790,15,67915813.0
cg13369952,0.198757,0.001392,False,0.100075,5,147645396.0
cg13371705,-0.282389,0.018542,False,0.150465,12,2343789.0
cg13371870,-0.099830,-0.043147,False,0.071488,1,245123285.0
cg13375427,0.096298,-0.105743,False,0.101020,17,41060435.0
cg13377341,0.060679,-0.156326,False,0.108503,6,41747543.0
cg13391244,-0.240982,-0.239837,True,0.240410,7,120989584.0
cg13392184,-0.128722,-0.063514,False,0.096118,X,149505825.0
cg13393433,-0.107284,-0.068660,False,0.087972,10,61766093.0
cg13395086,-0.138449,0.311124,False,0.224787,11,65640974.0
cg13399773,0.018090,0.018141,False,0.018116,20,36112190.0
cg13399952,-0.161487,-0.003504,False,0.082496,9,129890610.0
cg13407335,-0.009070,-0.156963,False,0.083016,17,7929534.0
cg13408086,-0.017397,-0.078458,False,0.047927,9,137326945.0
cg13408655,-0.436842,-0.340655,True,0.388749,9,99058562.0
cg13411286,0.281711,0.130159,False,0.205935,2,190500412.0
cg13412754,-0.072904,0.179307,False,0.126105,9,125545299.0
cg13415795,-0.087437,-0.025089,False,0.056263,15,78103976.0
cg13415831,-0.344032,-0.295973,True,0.320002,9,89522876.0
cg13421412,-0.018727,-0.063894,False,0.041310,3,52495377.0
cg13430450,-0.139046,0.181887,False,0.160467,9,104928783.0
cg13432087,0.036550,0.327118,False,0.181834,8,41665962.0
cg13432682,-0.083149,-0.101438,False,0.092294,1,226677620.0
cg13434570,0.078245,-0.029481,False,0.053863,1,206024234.0
cg13442034,-0.072733,0.068292,False,0.070513,6,135850372.0
cg13442386,0.044423,-0.009726,False,0.027074,6,38177349.0
cg13443385,0.200556,-0.067200,False,0.133878,2,191380459.0
cg13443968,-0.092108,-0.121471,False,0.106789,2,220225787.0
cg13446911,-0.069014,0.124405,False,0.096709,9,93315418.0
cg13448197,-0.024037,-0.003572,False,0.013805,10,43350833.0
cg13450427,-0.023748,0.075722,False,0.049735,13,26215142.0
cg13453589,-0.034705,0.127811,False,0.081258,9,33850101.0
cg13456960,-0.056885,0.293071,False,0.174978,19,5139468.0
cg13466917,0.014586,0.057461,False,0.036023,17,59039055.0
cg13468685,-0.320329,0.097302,False,0.208815,2,68365605.0
cg13469457,0.134426,0.016527,False,0.075476,9,107739705.0
cg13470063,-0.320291,-0.135356,False,0.227823,1,43300535.0
cg13473184,-0.050303,-0.123485,False,0.086894,1,154932328.0
cg13475583,-0.117673,0.289385,False,0.203529,1,234980984.0
cg13484467,-0.060163,0.058594,False,0.059378,17,83089908.0
cg13484608,-0.075973,0.046897,False,0.061435,17,21288140.0
cg13485335,0.047479,0.093866,False,0.070672,11,120290839.0
cg13485533,0.097339,0.130707,False,0.114023,4,85929568.0
cg13486082,0.126145,-0.155823,False,0.140984,X,103374942.0
cg13487445,-0.015637,0.187757,False,0.101697,9,131274839.0
cg13488556,-0.084947,0.102225,False,0.093586,15,43239849.0
cg13491945,0.117313,0.062879,False,0.090096,12,106684632.0
cg13493526,0.022514,0.073023,False,0.047768,14,77026445.0
cg13495918,0.085372,0.034693,False,0.060033,1,161605534.0
cg13496041,-0.185423,0.055631,False,0.120527,3,14453218.0
cg13502716,0.198066,0.306002,False,0.252034,3,52247693.0
cg13508904,-0.179009,-0.062035,False,0.120522,9,128555051.0
cg13513864,0.195281,-0.138525,False,0.166903,20,31475446.0
cg13518121,0.027353,0.140144,False,0.083748,11,12412838.0
cg13522882,0.268782,0.179084,False,0.223933,2,101700034.0
cg13523819,0.152077,-0.156321,False,0.154199,3,69866298.0
cg13531977,0.141120,0.135290,False,0.138205,9,109251140.0
cg13544966,0.083101,-0.203814,False,0.143458,10,594145.0
cg13545089,0.172256,0.165545,False,0.168900,19,5915026.0
cg13545717,-0.046649,0.011514,False,0.029081,9,123823596.0
cg13551074,-0.034444,-0.064355,False,0.049399,2,242075801.0
cg13552373,0.020362,0.019650,False,0.020006,9,89676354.0
cg13553204,-0.015268,-0.142391,False,0.078830,1,26178057.0
cg13553293,-0.080683,0.096598,False,0.088640,17,43006117.0
cg13555415,-0.019202,0.055167,False,0.037185,9,131578862.0
cg13558774,-0.264345,-0.029017,False,0.146681,4,1202237.0
cg13561792,-0.012784,0.000140,False,0.006462,17,3946991.0
cg13568106,0.045258,-0.114091,False,0.079675,17,28508097.0
cg13573115,0.131125,0.045297,False,0.088211,9,4294020.0
cg13573245,0.214585,0.020395,False,0.117490,19,5913979.0
cg13573582,-0.275506,-0.293791,True,0.284649,1,44422261.0
cg13581832,-0.219366,-0.205594,True,0.212480,3,9902253.0
cg13582950,-0.086953,-0.177001,False,0.131977,11,111353646.0
cg13587665,0.072856,-0.078106,False,0.075481,3,128435401.0
cg13589218,0.032144,0.099312,False,0.065728,7,4744333.0
cg13590228,0.055401,0.034957,False,0.045179,3,150760138.0
cg13595161,0.032760,0.109139,False,0.070950,10,125024819.0
cg13595495,0.107475,-0.134676,False,0.121076,9,134387566.0
cg13597554,-0.216261,-0.236894,True,0.226578,15,49440085.0
cg13599613,-0.258719,-0.230251,True,0.244485,9,127762623.0
cg13600201,0.021672,0.198425,False,0.110048,9,137299482.0
cg13600216,0.147721,0.151791,False,0.149756,9,32564893.0
cg13603214,-0.020675,-0.142179,False,0.081427,2,85692877.0
cg13603805,-0.154209,0.005362,False,0.079786,17,7434044.0
cg13608733,-0.106022,-0.089734,False,0.097878,11,8206475.0
cg13616508,-0.228687,-0.086370,False,0.157528,7,76327806.0
cg13617561,-0.161783,-0.243808,False,0.202796,11,67454602.0
cg13619387,-0.096528,0.095898,False,0.096213,9,89435398.0
cg13622920,-0.140473,0.021056,False,0.080764,5,56513570.0
cg13629388,-0.443563,-0.085439,False,0.264501,6,170378692.0
cg13632218,0.050588,0.004458,False,0.027523,10,132167890.0
cg13635184,0.051255,0.047765,False,0.049510,7,149206034.0
cg13647973,0.068623,0.015120,False,0.041872,19,55549971.0
cg13648550,0.044379,0.125616,False,0.084998,9,27379520.0
cg13649600,0.078759,0.104098,False,0.091428,2,70943761.0
cg13656752,-0.085615,-0.001402,False,0.043509,5,172111330.0
cg13660082,0.123452,0.191706,False,0.157579,14,52727324.0
cg13661703,-0.067237,0.139271,False,0.103254,7,107995074.0
cg13663116,0.147227,-0.014546,False,0.080886,9,113609754.0
cg13666174,0.097537,-0.196995,False,0.147266,6,22585045.0
cg13670531,0.216135,0.213315,True,0.214725,10,114306762.0
cg13672800,-0.067483,0.022040,False,0.044762,20,2814548.0
cg13675753,-0.020812,-0.221266,False,0.121039,11,128867520.0
cg13682735,0.074795,-0.116562,False,0.095679,3,129688687.0
cg13683667,0.065176,-0.017317,False,0.041247,1,9467149.0
cg13689411,-0.091892,-0.103566,False,0.097729,10,58792964.0
cg13690407,-0.021269,-0.126424,False,0.073847,1,33007577.0
cg13695041,-0.245846,-0.236392,True,0.241119,11,124146761.0
cg13695746,-0.062765,0.016421,False,0.039593,10,12960582.0
cg13700912,0.037064,-0.093227,False,0.065145,7,1928712.0
cg13702536,0.033836,0.047914,False,0.040875,12,122731006.0
cg13703871,0.185754,0.034746,False,0.110250,19,9362998.0
cg13705674,-0.083990,-0.055448,False,0.069719,14,22906257.0
cg13706079,0.109522,0.159838,False,0.134680,14,54713242.0
cg13712197,0.056869,0.056367,False,0.056618,12,124360328.0
cg13713739,0.061992,0.058964,False,0.060478,9,129721098.0
cg13716585,-0.028539,-0.013146,False,0.020842,14,22448817.0
cg13720048,0.092856,-0.121854,False,0.107355,18,57798839.0
cg13721134,0.166294,0.155806,False,0.161050,8,85438161.0
cg13723005,0.048969,-0.134389,False,0.091679,9,114330895.0
cg13725899,-0.012162,-0.406319,False,0.209241,9,136527657.0
cg13737221,0.120257,0.098397,False,0.109327,9,127755490.0
cg13739417,-0.247348,-0.057859,False,0.152603,2,218125904.0
cg13743731,-0.057135,-0.139230,False,0.098183,19,11093771.0
cg13747137,0.205467,0.094880,False,0.150174,15,100124639.0
cg13761321,-0.188220,-0.181083,False,0.184651,9,95006489.0
cg13774342,-0.007171,0.148904,False,0.078037,13,50128659.0
cg13777287,-0.096016,-0.047474,False,0.071745,6,154509034.0
cg13778201,0.106275,-0.061800,False,0.084037,15,90930135.0
cg13784312,-0.312530,-0.093227,False,0.202878,9,131733678.0
cg13788625,-0.137626,-0.102441,False,0.120033,9,137446326.0
cg13799772,-0.249264,-0.192895,False,0.221080,3,130081730.0
cg13802883,0.117931,0.287222,False,0.202577,7,23709914.0
cg13807254,-0.040418,-0.021010,False,0.030714,9,126857534.0
cg13810101,0.006335,-0.168401,False,0.087368,4,187506812.0
cg13810673,-0.176204,0.009223,False,0.092714,14,88006694.0
cg13821008,-0.127303,0.192648,False,0.159976,2,174634385.0
cg13823492,0.200148,0.061361,False,0.130755,10,62637316.0
cg13826564,-0.097145,-0.148994,False,0.123070,11,65539260.0
cg13828227,0.039951,0.072752,False,0.056351,9,127754816.0
cg13828674,-0.083093,0.072367,False,0.077730,2,69009793.0
cg13852536,0.035862,0.196408,False,0.116135,9,32567047.0
cg13853198,-0.178542,-0.043820,False,0.111181,1,161215302.0
cg13857210,-0.150849,-0.047024,False,0.098936,9,136107371.0
cg13858407,-0.089825,-0.086385,False,0.088105,2,235026962.0
cg13859346,0.143688,-0.144924,False,0.144306,10,338566.0
cg13861904,-0.146626,-0.151652,False,0.149139,9,136533554.0
cg13871565,0.071635,-0.096733,False,0.084184,1,244810263.0
cg13883576,-0.058879,-0.129930,False,0.094404,12,12999533.0
cg13885357,0.056810,-0.010635,False,0.033722,12,52790257.0
cg13898166,0.041744,-0.214794,False,0.128269,4,7758333.0
cg13898510,0.107996,-0.050571,False,0.079284,10,12045934.0
cg13899718,-0.128044,-0.200431,False,0.164237,1,150975356.0
cg13900763,0.012118,-0.067159,False,0.039639,9,134268627.0
cg13904968,0.071622,-0.000148,False,0.035885,20,57560956.0
cg13912307,0.149003,0.165323,False,0.157163,11,47394984.0
cg13917433,0.041201,0.175267,False,0.108234,3,52688429.0
cg13924510,-0.068905,-0.058667,False,0.063786,11,36090805.0
cg13924715,-0.068231,0.042500,False,0.055365,11,10729343.0
cg13924996,-0.198621,-0.016530,False,0.107576,11,67286358.0
cg13933043,-0.240490,0.016267,False,0.128379,7,131012112.0
cg13934406,-0.086182,-0.058086,False,0.072134,6,32153101.0
cg13937155,-0.218149,-0.247185,True,0.232667,17,1645587.0
cg13937462,-0.030223,-0.115920,False,0.073071,11,624908.0
cg13952483,0.224845,-0.057933,False,0.141389,1,222928440.0
cg13960999,-0.006329,-0.245670,False,0.125999,13,73249376.0
cg13969788,-0.162640,-0.078853,False,0.120746,9,35689478.0
cg13972706,-0.195187,0.244384,False,0.219785,6,144350550.0
cg13973436,0.097779,0.103919,False,0.100849,16,67394995.0
cg13977427,0.183395,-0.113928,False,0.148661,6,28925222.0
cg13980266,-0.141099,-0.011289,False,0.076194,9,94259987.0
cg13985135,0.177845,0.175320,False,0.176582,1,155672036.0
cg13995599,0.212273,0.040012,False,0.126142,13,112771956.0
cg13997975,0.046576,-0.038142,False,0.042359,10,75398744.0
cg13998890,-0.083001,0.152518,False,0.117760,5,15897815.0
cg14003853,-0.173974,0.146508,False,0.160241,15,85707139.0
cg14004847,0.075732,0.129274,False,0.102503,7,1890701.0
cg14009912,-0.081399,-0.140106,False,0.110752,9,89021936.0
cg14011554,0.070207,0.099120,False,0.084663,9,125895531.0
cg14013103,0.058150,0.049466,False,0.053808,19,42199457.0
cg14015285,-0.063918,0.110160,False,0.087039,3,155310086.0
cg14020052,-0.221053,0.180983,False,0.201018,2,239252963.0
cg14022995,0.208557,-0.219435,False,0.213996,11,2376120.0
cg14023009,-0.294590,-0.269695,True,0.282142,8,1922632.0
cg14023573,-0.049846,-0.037289,False,0.043568,8,139959054.0
cg14028671,-0.000737,0.067348,False,0.034042,9,137043106.0
cg14040131,0.010587,-0.044421,False,0.027504,9,136352922.0
cg14040679,-0.028393,0.200889,False,0.114641,9,96049160.0
cg14042099,0.088090,-0.034747,False,0.061419,11,114198079.0
cg14043752,0.193137,-0.120383,False,0.156760,2,64542983.0
cg14051336,0.097302,0.025948,False,0.061625,5,150135754.0
cg14064762,-0.136498,-0.017062,False,0.076780,9,120926467.0
cg14071179,0.063755,0.037672,False,0.050714,5,123099386.0
cg14072016,0.227320,-0.101716,False,0.164518,10,338712.0
cg14075393,0.049081,-0.112063,False,0.080572,13,25911432.0
cg14076258,-0.134663,-0.365204,False,0.249933,11,77472762.0
cg14076360,0.106052,-0.056630,False,0.081341,5,62621536.0
cg14076977,-0.121804,0.191088,False,0.156446,15,40308083.0
cg14081667,0.023250,-0.036984,False,0.030117,21,43362617.0
cg14081744,-0.046358,-0.048926,False,0.047642,11,12248739.0
cg14082893,-0.087048,-0.212882,False,0.149965,15,75108590.0
cg14083015,0.000620,0.125296,False,0.062958,6,25041862.0
cg14088196,-0.103745,0.228861,False,0.166303,11,70365302.0
cg14088811,-0.215980,-0.051031,False,0.133506,11,47378443.0
cg14100398,0.000381,0.145559,False,0.072970,7,11820772.0
cg14101959,0.012422,-0.000853,False,0.006637,9,125467514.0
cg14104148,0.092389,-0.170643,False,0.131516,11,126333238.0
cg14106234,-0.009112,0.046452,False,0.027782,10,3763134.0
cg14106719,0.005279,0.353490,False,0.179384,9,77909455.0
cg14108492,0.202302,-0.172494,False,0.187398,20,36431729.0
cg14115220,0.127778,0.209081,False,0.168430,20,59958366.0
cg14121282,-0.203173,-0.305226,True,0.254199,9,134376228.0
cg14137625,0.016706,-0.157530,False,0.087118,9,133911268.0
cg14138235,-0.316976,-0.078305,False,0.197641,14,55815250.0
cg14147196,-0.019504,0.088115,False,0.053810,3,11037293.0
cg14158583,-0.157693,-0.002554,False,0.080123,1,161089668.0
cg14161589,0.062495,0.089212,False,0.075853,7,4809308.0
cg14166284,-0.029211,-0.213002,False,0.121107,1,220882377.0
cg14166701,0.056101,-0.199187,False,0.127644,14,104108378.0
cg14170043,-0.013074,-0.028804,False,0.020939,2,58976558.0
cg14172428,0.115670,-0.110521,False,0.113095,9,69172244.0
cg14176836,0.071462,0.331764,False,0.201613,16,30472897.0
cg14185957,0.069022,0.014109,False,0.041565,9,128690177.0
cg14189583,0.068241,0.098990,False,0.083615,19,42199700.0
cg14190128,-0.049196,0.087584,False,0.068390,9,87727723.0
cg14190534,0.068597,-0.258193,False,0.163395,14,90382072.0
cg14191688,-0.156344,-0.094834,False,0.125589,11,70410929.0
cg14193097,0.139270,0.150285,False,0.144777,9,113387858.0
cg14196395,0.223415,0.037755,False,0.130585,2,71596387.0
cg14197071,-0.058073,0.176554,False,0.117313,4,80189305.0
cg14198768,0.029364,0.142629,False,0.085996,9,86494589.0
cg14200569,-0.055334,-0.063336,False,0.059335,1,3135361.0
cg14204619,-0.061664,-0.015927,False,0.038796,11,1448140.0
cg14207921,-0.015118,-0.228912,False,0.122015,14,20430626.0
cg14209518,-0.078177,0.147573,False,0.112875,11,114295914.0
cg14213105,-0.181899,-0.239753,False,0.210826,9,124218043.0
cg14216068,0.186749,0.014552,False,0.100650,7,27106826.0
cg14216672,0.152293,0.001575,False,0.076934,1,3349359.0
cg14217558,0.051079,0.086471,False,0.068775,1,3171170.0
cg14218747,0.077395,0.171231,False,0.124313,15,69590769.0
cg14223579,0.010688,0.025351,False,0.018020,9,85743857.0
cg14226671,0.091182,0.100784,False,0.095983,3,26216309.0
cg14227558,-0.125540,-0.220613,False,0.173077,2,213119127.0
cg14228177,0.183196,0.089662,False,0.136429,7,1566890.0
cg14230938,0.146203,0.217730,False,0.181966,11,43897282.0
cg14235846,-0.052104,0.057897,False,0.055001,17,897505.0
cg14236118,0.025706,-0.152267,False,0.088987,4,69831840.0
cg14240706,0.037743,-0.043670,False,0.040706,2,191912602.0
cg14250336,0.152457,0.154262,False,0.153359,9,87580970.0
cg14251009,-0.093804,0.243764,False,0.168784,9,88007290.0
cg14255337,0.243535,0.197279,False,0.220407,12,121534697.0
cg14255417,-0.326527,-0.247196,True,0.286862,10,102658220.0
cg14255981,0.159521,-0.055882,False,0.107701,12,105020376.0
cg14256643,0.113857,-0.165278,False,0.139567,2,224031524.0
cg14258078,-0.152123,-0.039501,False,0.095812,17,63974413.0
cg14270650,0.083157,-0.140817,False,0.111987,6,136076857.0
cg14273401,0.198159,-0.039467,False,0.118813,6,30103109.0
cg14279151,-0.062208,0.058568,False,0.060388,6,52504704.0
cg14284618,0.052186,-0.031747,False,0.041967,8,38770371.0
cg14285533,0.033219,-0.022543,False,0.027881,7,63925950.0
cg14286373,0.181952,0.006208,False,0.094080,12,101894597.0
cg14289863,0.101534,0.144497,False,0.123015,9,70257475.0
cg14289929,0.171838,-0.048679,False,0.110258,14,39110301.0
cg14297340,0.234769,0.205093,True,0.219931,9,70256427.0
cg14299572,0.033998,-0.021078,False,0.027538,10,33732175.0
cg14302214,-0.096611,0.072801,False,0.084706,10,3763081.0
cg14306058,-0.166158,-0.206747,False,0.186452,9,109316300.0
cg14309307,0.227502,0.107180,False,0.167341,6,105302648.0
cg14312334,0.099611,-0.133722,False,0.116666,12,119804352.0
cg14313184,0.245540,0.020181,False,0.132861,10,5944525.0
cg14316944,-0.074875,-0.199815,False,0.137345,17,81518503.0
cg14318199,-0.072544,0.058770,False,0.065657,X,12956392.0
cg14324800,0.053305,0.136593,False,0.094949,20,50728646.0
cg14325436,-0.033950,-0.134285,False,0.084117,19,17294168.0
cg14326305,-0.004002,0.143610,False,0.073806,9,104810873.0
cg14326909,0.059596,0.221638,False,0.140617,6,106787748.0
cg14326991,-0.017930,-0.036853,False,0.027391,6,46922023.0
cg14327359,0.079714,0.014496,False,0.047105,2,47192124.0
cg14327759,-0.012871,0.186997,False,0.099934,4,123547381.0
cg14329285,0.212166,0.134591,False,0.173379,3,8869740.0
cg14338590,0.057003,0.189828,False,0.123415,11,16827377.0
cg14339765,0.314382,0.123395,False,0.218888,6,46081035.0
cg14345572,0.081129,0.129774,False,0.105452,17,81285583.0
cg14349231,0.142025,-0.073733,False,0.107879,9,100578192.0
cg14349937,-0.286277,-0.245621,True,0.265949,10,88333764.0
cg14356330,-0.135918,0.095971,False,0.115944,6,109793850.0
cg14358570,-0.003740,-0.028289,False,0.016014,14,92899024.0
cg14361969,0.098998,-0.052299,False,0.075649,7,101240271.0
cg14370595,0.004888,-0.108685,False,0.056786,11,66346600.0
cg14371731,0.085050,-0.032691,False,0.058871,10,79243418.0
cg14372472,0.037401,0.059969,False,0.048685,2,148813882.0
cg14372792,-0.380509,-0.221813,True,0.301161,15,92645151.0
cg14374432,0.041008,0.035654,False,0.038331,11,123525662.0
cg14385738,0.026556,0.113928,False,0.070242,1,113871718.0
cg14386061,0.059475,0.115613,False,0.087544,8,21913935.0
cg14388170,0.102868,-0.345336,False,0.224102,9,126461812.0
cg14397402,0.248242,0.279287,True,0.263764,14,36788640.0
cg14398214,-0.028121,-0.056072,False,0.042096,17,58415899.0
cg14411266,0.228501,0.039277,False,0.133889,2,40452442.0
cg14414873,0.038781,0.014298,False,0.026540,9,110208183.0
cg14418582,0.103350,-0.123547,False,0.113449,9,17503271.0
cg14418802,-0.092539,0.274751,False,0.183645,1,9239920.0
cg14421700,-0.271374,-0.183747,False,0.227560,17,79782166.0
cg14422085,0.236126,0.296204,True,0.266165,6,26225761.0
cg14422906,0.240874,-0.045145,False,0.143010,6,52087037.0
cg14430943,-0.032354,-0.162771,False,0.097562,7,155763958.0
cg14442329,0.155558,0.034588,False,0.095073,9,108991862.0
cg14445366,0.015188,-0.262074,False,0.138631,17,72115909.0
cg14450978,0.240524,0.198209,False,0.219367,2,191401182.0
cg14453187,-0.061391,-0.225378,False,0.143385,2,128735186.0
cg14455403,-0.340039,-0.203352,True,0.271695,3,8555086.0
cg14460503,-0.025057,0.106717,False,0.065887,2,235710895.0
cg14462124,0.076338,0.134918,False,0.105628,2,196167024.0
cg14464827,0.085987,-0.023885,False,0.054936,2,187555206.0
cg14467654,-0.099920,-0.264174,False,0.182047,9,128393540.0
cg14473904,0.082359,0.029092,False,0.055726,15,92921857.0
cg14474791,0.152481,-0.116755,False,0.134618,9,121737591.0
cg14474966,-0.078303,-0.079032,False,0.078667,17,79835200.0
cg14477114,0.051000,0.076258,False,0.063629,3,65928621.0
cg14478422,0.075101,-0.087032,False,0.081066,2,233013222.0
cg14484973,-0.056694,0.002839,False,0.029767,8,1476460.0
cg14489470,0.045079,-0.094162,False,0.069621,12,121442251.0
cg14496753,-0.000713,-0.136541,False,0.068627,9,122216905.0
cg14508021,-0.151007,0.058818,False,0.104912,15,85444188.0
cg14510967,-0.149989,0.094893,False,0.122441,11,2300573.0
cg14511866,0.030027,0.085515,False,0.057771,2,101831593.0
cg14516100,-0.004881,0.062826,False,0.033854,4,185638929.0
cg14517355,-0.098142,0.027508,False,0.062825,3,9955270.0
cg14517454,-0.003219,-0.305444,False,0.154332,1,26345427.0
cg14518185,0.019799,0.086749,False,0.053274,14,68181846.0
cg14519350,-0.112723,0.031335,False,0.072029,22,30265960.0
cg14520913,0.099497,0.086104,False,0.092800,11,114295718.0
cg14520947,-0.326754,-0.307616,True,0.317185,1,225755140.0
cg14525270,-0.292386,-0.048949,False,0.170667,1,43300976.0
cg14527029,-0.302837,-0.184893,False,0.243865,3,120682248.0
cg14528319,-0.020832,-0.312221,False,0.166526,19,14496901.0
cg14536372,0.043142,-0.198731,False,0.120937,7,25952881.0
cg14541582,0.079876,-0.003715,False,0.041795,5,601360.0
cg14541801,-0.235398,-0.120026,False,0.177712,5,40437199.0
cg14543953,0.143100,-0.042872,False,0.092986,11,102798359.0
cg14553740,-0.148644,-0.012373,False,0.080508,9,18976717.0
cg14564351,-0.239265,-0.136228,False,0.187746,6,135323267.0
cg14572467,0.258474,0.034905,False,0.146689,11,117929540.0
cg14573876,-0.141384,0.190869,False,0.166126,19,4105155.0
cg14584535,-0.280436,-0.077662,False,0.179049,9,123034908.0
cg14590369,0.066893,-0.087707,False,0.077300,19,18002776.0
cg14592673,-0.094753,-0.085943,False,0.090348,17,50691394.0
cg14592895,-0.026850,0.103424,False,0.065137,9,93264079.0
cg14595786,-0.268546,-0.204706,True,0.236626,19,51123729.0
cg14600824,0.122008,0.236277,False,0.179143,9,131554875.0
