cpg_id,PT,POD,DCT,TAL,PC,CNT_IC,PEC,FIB,EC,Myeloid,B
cg12577320,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.730841,0.770456,0.648183
cg12581598,0.802406,0.802406,0.802406,0.802406,0.802406,0.802406,0.802406,0.452033,0.802406,0.802406,0.802406
cg12582003,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.332247
cg12583773,0.849061,0.849061,0.849061,0.849061,0.849061,0.849061,0.849061,0.516237,0.849061,0.849061,0.849061
cg12584551,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.339327,0.540486
cg12584826,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.261614,0.581
cg12593515,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.921978,0.637485
cg12598198,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.132862,0.36576949999999997,0.36576949999999997,0.738357,0.36576949999999997
cg12598865,0.463684,0.165047,0.463684,0.463684,0.463684,0.463684,0.463684,0.463684,0.463684,0.463684,0.463684
cg12604982,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.105676,0.428682,0.428682
cg12608132,0.605342,0.605342,0.605342,0.605342,0.605342,0.605342,0.605342,0.181563,0.353584,0.605342,0.605342
cg12610479,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.046579,0.266142
cg12614090,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.367119,0.765127
cg12615165,0.253191,0.253191,0.253191,0.253191,0.253191,0.253191,0.253191,0.253191,0.840788,0.253191,0.253191
cg12627273,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.501544,0.09129,0.501544,0.501544
cg12629325,0.311096,0.311096,0.311096,0.311096,0.311096,0.311096,0.311096,0.311096,0.311096,0.311096,0.545953
cg12636499,0.752429,0.752429,0.752429,0.752429,0.752429,0.752429,0.752429,0.425272,0.752429,0.752429,0.752429
cg12641024,0.600802,0.904249,0.904249,0.904249,0.904249,0.904249,0.904249,0.904249,0.904249,0.904249,0.904249
cg12642431,0.631866,0.191683,0.631866,0.631866,0.631866,0.631866,0.631866,0.631866,0.111966,0.631866,0.631866
cg12642521,0.416145,0.019567,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145,0.416145
cg12645852,0.591225,0.23859,0.591225,0.591225,0.591225,0.591225,0.591225,0.591225,0.591225,0.591225,0.591225
cg12650635,0.799662,0.799662,0.799662,0.799662,0.075572,0.799662,0.799662,0.799662,0.799662,0.799662,0.799662
cg12654790,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.255466,0.12152
cg12655416,0.84352,0.84352,0.84352,0.84352,0.84352,0.84352,0.84352,0.84352,0.84352,0.84352,0.632536
cg12657361,0.927656,0.927656,0.927656,0.927656,0.927656,0.927656,0.927656,0.570043,0.927656,0.927656,0.927656
cg12660777,0.501069,0.208323,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069,0.501069
cg12663253,0.755125,0.755125,0.755125,0.755125,0.755125,0.755125,0.755125,0.536173,0.755125,0.755125,0.755125
cg12666874,0.90515,0.90515,0.90515,0.90515,0.90515,0.90515,0.90515,0.90515,0.90515,0.90515,0.69451
cg12674145,0.757474,0.757474,0.757474,0.757474,0.757474,0.757474,0.757474,0.757474,0.244531,0.757474,0.757474
cg12681001,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.771562,0.165727
cg12681370,0.372811,0.854363,0.372811,0.372811,0.372811,0.372811,0.372811,0.372811,0.372811,0.749223,0.372811
cg12683533,0.345735,0.794997,0.794997,0.794997,0.794997,0.794997,0.794997,0.794997,0.794997,0.794997,0.794997
cg12685539,0.382208,0.382208,0.382208,0.382208,0.382208,0.382208,0.382208,0.667092,0.382208,0.382208,0.382208
cg12695685,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.040554,0.316374,0.316374
cg12714757,0.181952,0.392513,0.181952,0.181952,0.181952,0.181952,0.181952,0.181952,0.181952,0.181952,0.181952
cg12728032,0.819686,0.819686,0.819686,0.819686,0.424378,0.819686,0.819686,0.819686,0.819686,0.819686,0.819686
cg12732155,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.8093925,0.255466,0.12152
cg12735263,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.380086
cg12736760,0.394297,0.647529,0.647529,0.647529,0.647529,0.647529,0.647529,0.647529,0.647529,0.647529,0.647529
cg12741184,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.428682,0.105676,0.428682,0.428682
cg12744859,0.257933,0.727187,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933,0.257933
cg12782654,0.599521,0.599521,0.599521,0.599521,0.599521,0.599521,0.599521,0.04923,0.599521,0.599521,0.599521
cg12790758,0.8148335,0.8148335,0.8148335,0.8148335,0.8148335,0.8148335,0.8148335,0.369202,0.37962,0.8148335,0.8148335
cg12796383,0.373038,0.373038,0.373038,0.373038,0.373038,0.373038,0.373038,0.076258,0.373038,0.373038,0.373038
cg12797771,0.649022,0.649022,0.205169,0.649022,0.649022,0.649022,0.649022,0.649022,0.649022,0.649022,0.649022
cg12798338,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.5713010000000001,0.272446,0.142849
cg12801392,0.107946,0.107946,0.107946,0.107946,0.107946,0.107946,0.107946,0.107946,0.107946,0.533212,0.107946
cg12805374,0.7434845,0.7434845,0.7434845,0.7434845,0.7434845,0.7434845,0.7434845,0.7434845,0.7434845,0.164985,0.076195
cg12817840,0.491221,0.491221,0.491221,0.491221,0.491221,0.491221,0.491221,0.491221,0.732144,0.491221,0.491221
cg12835845,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.43535999999999997,0.090335,0.01967,0.43535999999999997,0.43535999999999997
cg12837552,0.380869,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689,0.09689
cg12840245,0.909365,0.909365,0.909365,0.909365,0.909365,0.909365,0.909365,0.909365,0.909365,0.909365,0.601051
cg12845808,0.862503,0.862503,0.862503,0.862503,0.862503,0.862503,0.862503,0.862503,0.16919,0.862503,0.862503
cg12859046,0.640806,0.267607,0.640806,0.640806,0.640806,0.640806,0.640806,0.640806,0.640806,0.640806,0.640806
cg12874329,0.831826,0.831826,0.831826,0.831826,0.831826,0.831826,0.831826,0.831826,0.454535,0.831826,0.831826
cg12876594,0.574538,0.574538,0.574538,0.574538,0.574538,0.574538,0.574538,0.574538,0.574538,0.574538,0.824503
cg12877169,0.902789,0.902789,0.902789,0.902789,0.902789,0.902789,0.902789,0.672771,0.902789,0.902789,0.902789
cg12881854,0.181492,0.181492,0.181492,0.181492,0.181492,0.181492,0.181492,0.582393,0.181492,0.181492,0.181492
cg12883878,0.408047,0.408047,0.408047,0.408047,0.408047,0.408047,0.18946,0.408047,0.408047,0.408047,0.408047
cg12887581,0.82502,0.82502,0.82502,0.82502,0.82502,0.82502,0.82502,0.346471,0.82502,0.82502,0.82502
cg12890291,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.921978,0.637485
cg12892506,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.118393,0.352695
cg12894814,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.637485,0.921978,0.637485
cg12910797,0.554959,0.554959,0.554959,0.247903,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959
cg12911095,0.668024,0.668024,0.668024,0.668024,0.668024,0.668024,0.668024,0.287746,0.668024,0.668024,0.668024
cg12911763,0.495722,0.24897,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722,0.495722
cg12917718,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.274933,0.504492
cg12926529,0.053661,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243,0.672243
cg12940747,0.666668,0.666668,0.666668,0.666668,0.666668,0.666668,0.666668,0.666668,0.666668,0.377981,0.666668
cg12940965,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.373262,0.663168
cg12942552,0.886015,0.886015,0.886015,0.886015,0.886015,0.886015,0.886015,0.886015,0.59633,0.886015,0.886015
cg12947833,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.132862,0.36576949999999997,0.36576949999999997,0.738357,0.36576949999999997
cg12959048,0.837025,0.837025,0.837025,0.837025,0.837025,0.837025,0.837025,0.837025,0.837025,0.452262,0.837025
cg12964047,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.316374,0.040554,0.316374,0.316374
cg12982322,0.647537,0.280914,0.280914,0.280914,0.280914,0.280914,0.280914,0.57598,0.280914,0.280914,0.280914
cg12983971,0.834867,0.834867,0.834867,0.834867,0.834867,0.834867,0.834867,0.834867,0.834867,0.501799,0.834867
cg12991050,0.085965,0.085965,0.085965,0.085965,0.364731,0.085965,0.085965,0.085965,0.085965,0.085965,0.085965
cg12997579,0.164837,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517
cg12999941,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.730841,0.770456,0.648183
cg13011928,0.453965,0.453965,0.453965,0.453965,0.745342,0.453965,0.453965,0.453965,0.453965,0.453965,0.453965
cg13019868,0.706324,0.706324,0.706324,0.706324,0.706324,0.706324,0.706324,0.358766,0.706324,0.706324,0.706324
cg13021015,0.221876,0.221876,0.221876,0.221876,0.221876,0.221876,0.221876,0.221876,0.561506,0.221876,0.221876
cg13030790,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.5027794999999999,0.066787,0.061381
cg13031611,0.207663,0.207663,0.207663,0.207663,0.207663,0.207663,0.207663,0.477183,0.207663,0.207663,0.207663
cg13041467,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.403874,0.396251
cg13042288,0.177033,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517,0.771517
cg13042918,0.784183,0.784183,0.784183,0.784183,0.784183,0.784183,0.784183,0.307254,0.784183,0.784183,0.784183
cg13045637,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.028975,0.258949,0.258949
cg13051302,0.7130515,0.7130515,0.7130515,0.7130515,0.7130515,0.7130515,0.7130515,0.067653,0.030764,0.7130515,0.7130515
cg13060624,0.403986,0.403986,0.403986,0.403986,0.403986,0.403986,0.403986,0.403986,0.837044,0.403986,0.403986
cg13060970,0.724305,0.724305,0.724305,0.724305,0.724305,0.724305,0.724305,0.724305,0.724305,0.207367,0.291198
cg13061648,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.860405
cg13064679,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg13066658,0.647537,0.280914,0.280914,0.280914,0.280914,0.280914,0.280914,0.57598,0.280914,0.280914,0.280914
cg13068653,0.888457,0.888457,0.888457,0.888457,0.888457,0.888457,0.888457,0.270923,0.888457,0.888457,0.888457
cg13071069,0.788129,0.788129,0.788129,0.788129,0.788129,0.788129,0.788129,0.788129,0.22289,0.788129,0.788129
cg13074055,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.7783435000000001,0.208891,0.007759
cg13077562,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.461318,0.73649
cg13081014,0.328179,0.678678,0.678678,0.678678,0.678678,0.678678,0.678678,0.678678,0.678678,0.678678,0.678678
cg13081288,0.721691,0.28699,0.721691,0.721691,0.721691,0.721691,0.721691,0.721691,0.721691,0.721691,0.721691
cg13084335,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.132862,0.36576949999999997,0.36576949999999997,0.738357,0.36576949999999997
cg13084525,0.759886,0.759886,0.759886,0.759886,0.216073,0.759886,0.759886,0.759886,0.759886,0.759886,0.759886
cg13096278,0.553298,0.553298,0.553298,0.553298,0.553298,0.553298,0.553298,0.553298,0.553298,0.924477,0.553298
cg13112407,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.319697,0.118097
cg13112511,0.034005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.46741600000000005,0.755346
cg13120108,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.028975,0.258949,0.258949
cg13128117,0.853673,0.853673,0.853673,0.593613,0.853673,0.853673,0.853673,0.853673,0.853673,0.853673,0.853673
cg13131329,0.164837,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517,0.599517
cg13134497,0.822218,0.822218,0.822218,0.822218,0.822218,0.822218,0.822218,0.822218,0.822218,0.822218,0.605346
cg13145017,0.356589,0.356589,0.356589,0.356589,0.356589,0.356589,0.356589,0.356589,0.356589,0.658617,0.650329
cg13156411,0.297049,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218,0.605218
cg13171904,0.412457,0.66701,0.66701,0.66701,0.66701,0.66701,0.66701,0.66701,0.66701,0.66701,0.66701
cg13172549,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.3681325,0.943416,0.83221
cg13174306,0.886419,0.886419,0.886419,0.886419,0.886419,0.886419,0.886419,0.562011,0.886419,0.886419,0.886419
cg13177786,0.382208,0.382208,0.382208,0.382208,0.382208,0.382208,0.382208,0.667092,0.382208,0.382208,0.382208
cg13177830,0.46759,0.46759,0.46759,0.46759,0.46759,0.46759,0.46759,0.46759,0.46759,0.752542,0.46759
cg13178910,0.8657755,0.8657755,0.8657755,0.8657755,0.52174,0.8657755,0.8657755,0.540417,0.8657755,0.8657755,0.8657755
cg13187349,0.426734,0.426734,0.426734,0.426734,0.426734,0.426734,0.426734,0.426734,0.426734,0.914192,0.908754
cg13189207,0.5228675,0.5228675,0.5228675,0.5228675,0.5228675,0.5228675,0.5228675,0.5228675,0.5228675,0.939392,0.778578
cg13192735,0.869612,0.869612,0.869612,0.869612,0.869612,0.869612,0.5473,0.869612,0.869612,0.869612,0.869612
cg13199127,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.854967,0.587314,0.854967,0.854967,0.854967
cg13206174,0.275355,0.275355,0.275355,0.275355,0.275355,0.275355,0.275355,0.275355,0.041424,0.275355,0.275355
cg13208088,0.27353533333333335,0.27353533333333335,0.751366,0.27353533333333335,0.892775,0.808934,0.27353533333333335,0.27353533333333335,0.27353533333333335,0.27353533333333335,0.27353533333333335
cg13209298,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.324254,0.730841,0.770456,0.648183
cg13210534,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.36576949999999997,0.132862,0.36576949999999997,0.36576949999999997,0.738357,0.36576949999999997
cg13215285,0.672291,0.672291,0.672291,0.672291,0.672291,0.672291,0.672291,0.672291,0.250816,0.672291,0.672291
cg13223107,0.214705,0.214705,0.214705,0.214705,0.763077,0.214705,0.214705,0.214705,0.214705,0.214705,0.214705
cg13233461,0.168381,0.168381,0.168381,0.168381,0.168381,0.168381,0.168381,0.503431,0.168381,0.168381,0.168381
cg13234063,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.0966475,0.403874,0.396251
cg13240116,0.653732,0.653732,0.653732,0.653732,0.653732,0.653732,0.653732,0.139112,0.16452,0.653732,0.653732
cg13245539,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.555704,0.794127
cg13256491,0.863924,0.863924,0.863924,0.863924,0.863924,0.863924,0.863924,0.391606,0.863924,0.863924,0.863924
cg13257436,0.076979,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242,0.427242
cg13263114,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.62903
cg13275176,0.401809,0.401809,0.401809,0.401809,0.401809,0.401809,0.401809,0.401809,0.077436,0.401809,0.401809
cg13280184,0.485621,0.485621,0.485621,0.485621,0.485621,0.485621,0.485621,0.485621,0.112828,0.485621,0.485621
cg13280788,0.554959,0.554959,0.554959,0.247903,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959
cg13285319,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.222202,0.694459
cg13286582,0.771455,0.771455,0.771455,0.771455,0.771455,0.771455,0.771455,0.473404,0.771455,0.771455,0.771455
cg13293524,0.554959,0.554959,0.554959,0.247903,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959,0.554959
cg13295852,0.4814085,0.4814085,0.012251,0.4814085,0.4814085,0.08322,0.4814085,0.4814085,0.4814085,0.4814085,0.4814085
cg13299148,0.571819,0.571819,0.571819,0.571819,0.571819,0.571819,0.571819,0.249304,0.571819,0.571819,0.571819
cg13301003,0.647537,0.280914,0.280914,0.280914,0.280914,0.280914,0.280914,0.57598,0.280914,0.280914,0.280914
cg13312846,0.763063,0.27652,0.763063,0.763063,0.763063,0.763063,0.763063,0.763063,0.763063,0.763063,0.763063
cg13313916,0.401809,0.401809,0.401809,0.401809,0.401809,0.401809,0.401809,0.401809,0.077436,0.401809,0.401809
cg13316472,0.686003,0.396063,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003
cg13322131,0.181565,0.181565,0.181565,0.181565,0.592192,0.181565,0.181565,0.181565,0.181565,0.181565,0.181565
cg13323756,0.393421,0.158303,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421,0.393421
cg13331246,0.751612,0.751612,0.751612,0.751612,0.751612,0.751612,0.751612,0.54798,0.751612,0.751612,0.751612
cg13338734,0.918488,0.918488,0.918488,0.918488,0.918488,0.918488,0.918488,0.649948,0.918488,0.918488,0.918488
cg13338783,0.647534,0.647534,0.647534,0.647534,0.647534,0.647534,0.647534,0.647534,0.647534,0.211427,0.647534
cg13349425,0.865698,0.865698,0.865698,0.865698,0.865698,0.865698,0.865698,0.865698,0.865698,0.865698,0.568344
cg13351117,0.293876,0.293876,0.293876,0.293876,0.293876,0.293876,0.293876,0.018655,0.293876,0.293876,0.293876
cg13356427,0.751612,0.751612,0.751612,0.751612,0.751612,0.751612,0.751612,0.54798,0.751612,0.751612,0.751612
cg13358623,0.807773,0.807773,0.807773,0.807773,0.807773,0.807773,0.807773,0.574269,0.807773,0.807773,0.807773
cg13359772,0.90631,0.5134,0.90631,0.90631,0.90631,0.90631,0.90631,0.90631,0.90631,0.90631,0.90631
cg13369622,0.580559,0.580559,0.580559,0.580559,0.580559,0.273937,0.580559,0.580559,0.580559,0.580559,0.580559
cg13370916,0.520889,0.520889,0.520889,0.520889,0.520889,0.520889,0.520889,0.319041,0.520889,0.520889,0.520889
cg13373315,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.665111,0.810545,0.827964
cg13375463,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.4481566666666667,0.665111,0.810545,0.827964
cg13380319,0.82119,0.82119,0.82119,0.82119,0.82119,0.82119,0.82119,0.82119,0.82119,0.82119,0.480278
cg13383058,0.599521,0.599521,0.599521,0.599521,0.599521,0.599521,0.599521,0.04923,0.599521,0.599521,0.599521
cg13391381,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.6907749999999999,0.367793,0.213444,0.6907749999999999,0.6907749999999999
cg13393721,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.3098695,0.887365,0.667485
cg13393917,0.689975,0.689975,0.689975,0.689975,0.689975,0.689975,0.689975,0.264247,0.689975,0.689975,0.689975
cg13395086,0.687915,0.687915,0.687915,0.687915,0.687915,0.687915,0.687915,0.687915,0.687915,0.687915,0.445949
cg13397057,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.163986,0.409544
cg13404688,0.883632,0.883632,0.883632,0.883632,0.883632,0.883632,0.883632,0.883632,0.883632,0.883632,0.52888
cg13408214,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.768408,0.339818,0.768408
cg13408795,0.749738,0.749738,0.749738,0.749738,0.749738,0.749738,0.749738,0.749738,0.534272,0.749738,0.749738
cg13409449,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.171799,0.557085,0.171799,0.171799
cg13420075,0.768308,0.768308,0.768308,0.768308,0.768308,0.768308,0.768308,0.469229,0.768308,0.768308,0.768308
cg13425135,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.627847,0.860405
cg13425174,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.694459,0.222202,0.694459
cg13425637,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.258949,0.028975,0.258949,0.258949
cg13425938,0.561083,0.561083,0.561083,0.561083,0.561083,0.561083,0.561083,0.561083,0.004868,0.561083,0.561083
cg13427880,0.253191,0.253191,0.253191,0.253191,0.253191,0.253191,0.253191,0.253191,0.840788,0.253191,0.253191
cg13430057,0.725533,0.167097,0.725533,0.725533,0.725533,0.725533,0.725533,0.725533,0.725533,0.725533,0.725533
cg13431678,0.327241,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689
cg13434263,0.746298,0.746298,0.746298,0.746298,0.746298,0.746298,0.746298,0.746298,0.252,0.092412,0.204997
cg13436378,0.826706,0.826706,0.826706,0.826706,0.826706,0.826706,0.826706,0.826706,0.826706,0.826706,0.56322
cg13443733,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.747863,0.424611
cg13444413,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.1468835,0.887276,0.924671
cg13445604,0.939229,0.939229,0.939229,0.939229,0.939229,0.939229,0.939229,0.715263,0.939229,0.939229,0.939229
cg13449332,0.680231,0.680231,0.680231,0.680231,0.680231,0.680231,0.680231,0.680231,0.282773,0.680231,0.680231
cg13450310,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.152485,0.380086
cg13452162,0.681414,0.681414,0.681414,0.271285,0.681414,0.681414,0.681414,0.681414,0.681414,0.681414,0.681414
cg13453168,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.7110525,0.351938,0.429319
cg13457165,0.64003,0.64003,0.64003,0.64003,0.64003,0.64003,0.64003,0.222582,0.64003,0.64003,0.64003
cg13458769,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.664302,0.332247
cg13460297,0.936123,0.936123,0.684388,0.936123,0.936123,0.936123,0.936123,0.936123,0.936123,0.936123,0.936123
cg13462544,0.719263,0.719263,0.719263,0.719263,0.719263,0.719263,0.719263,0.719263,0.293033,0.719263,0.719263
cg13464885,0.4702405,0.4702405,0.4702405,0.4702405,0.4702405,0.4702405,0.4702405,0.4702405,0.4702405,0.9375,0.934402
cg13466694,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.42627,0.220848
cg13468685,0.724305,0.724305,0.724305,0.724305,0.724305,0.724305,0.724305,0.724305,0.724305,0.207367,0.291198
cg13476077,0.094176,0.094176,0.094176,0.094176,0.094176,0.094176,0.094176,0.094176,0.303112,0.094176,0.094176
cg13479204,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.395544,0.76964
cg13483502,0.816357,0.816357,0.816357,0.816357,0.816357,0.816357,0.816357,0.816357,0.816357,0.816357,0.612147
cg13483882,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.133698,0.612697,0.133698,0.133698
cg13486532,0.199242,0.199242,0.495686,0.199242,0.618897,0.413816,0.199242,0.199242,0.199242,0.199242,0.199242
cg13500877,0.3305795,0.3305795,0.3305795,0.3305795,0.641663,0.3305795,0.3305795,0.3305795,0.753044,0.3305795,0.3305795
cg13501538,0.5091676666666666,0.009223,0.5091676666666666,0.191075,0.5091676666666666,0.5091676666666666,0.015632,0.5091676666666666,0.5091676666666666,0.5091676666666666,0.5091676666666666
cg13505393,0.7998235,0.7998235,0.7998235,0.7998235,0.7998235,0.7998235,0.7998235,0.125415,0.05965,0.7998235,0.7998235
cg13505608,0.327241,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689
cg13506653,0.181492,0.181492,0.181492,0.181492,0.181492,0.181492,0.181492,0.582393,0.181492,0.181492,0.181492
cg13512268,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.2704795,0.755424,0.722646
cg13512859,0.327241,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689,0.642689
cg13518121,0.717424,0.2293,0.717424,0.717424,0.717424,0.717424,0.717424,0.717424,0.717424,0.717424,0.717424
cg13535416,0.686003,0.396063,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003,0.686003
cg13540960,0.647537,0.280914,0.280914,0.280914,0.280914,0.280914,0.280914,0.57598,0.280914,0.280914,0.280914
cg13541713,0.784183,0.784183,0.784183,0.784183,0.784183,0.784183,0.784183,0.307254,0.784183,0.784183,0.784183
cg13547268,0.239828,0.591477,0.239828,0.239828,0.239828,0.239828,0.239828,0.239828,0.239828,0.239828,0.239828
cg13549444,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.7989580000000001,0.166833,0.1357
cg13549497,0.4653343333333333,0.070357,0.4653343333333333,0.220095,0.4653343333333333,0.4653343333333333,0.092809,0.4653343333333333,0.4653343333333333,0.4653343333333333,0.4653343333333333
cg13555101,0.088478,0.303858,0.303858,0.303858,0.303858,0.303858,0.303858,0.303858,0.303858,0.303858,0.303858
cg13555772,0.155995,0.155995,0.155995,0.155995,0.155995,0.155995,0.155995,0.155995,0.545496,0.583901,0.155995
cg13558371,0.725533,0.167097,0.725533,0.725533,0.725533,0.725533,0.725533,0.725533,0.725533,0.725533,0.725533
