IlmnID,CHR,MAPINFO
cg17242144,19,10531497
cg17242222,12,89920451
cg17242241,14,69726611
cg17242268,3,153691706
cg17242285,8,124267602
cg17242301,10,101989455
cg17242348,3,38209496
cg17242351,15,35086889
cg17242353,18,76189808
cg17242362,7,105457069
cg17242398,14,35838050
cg17242471,8,95565770
cg17242490,1,55106720
cg17242556,2,20068360
cg17242574,6,29625990
cg17242590,7,156524829
cg17242596,11,132527295
cg17242608,13,100636739
cg17242613,12,57542098
cg17242664,4,5710760
cg17242729,6,109873071
cg17242751,6,149837926
cg17242803,10,13149801
cg17242812,10,368910
cg17242874,22,37419061
cg17242918,X,119149853
cg17242930,12,52434101
cg17242937,4,111561113
cg17242981,1,244435932
cg17243001,16,67880533
cg17243044,6,31867944
cg17243052,2,192439181
cg17243068,10,3051126
cg17243087,17,77715719
cg17243165,7,95106889
cg17243193,1,47974277
cg17243230,20,60342526
cg17243280,16,31566361
cg17243289,18,45458020
cg17243364,21,46962792
cg17243480,9,108980844
cg17243528,9,101889999
cg17243540,1,12018610
cg17243548,1,32795006
cg17243564,4,160357094
cg17243582,15,59969080
cg17243628,1,9131782
cg17243636,10,133835857
cg17243637,1,44871098
cg17243643,12,56114268
cg17243654,1,109816279
cg17243660,11,67050510
cg17243737,7,107110487
cg17243796,16,30759491
cg17243816,11,108033666
cg17243829,X,55181873
cg17243872,3,188740747
cg17243896,4,176986744
cg17243915,21,47982350
cg17243957,10,47152550
cg17243996,2,230435770
cg17244002,1,2407848
cg17244009,13,77396773
cg17244098,1,12225889
cg17244156,11,70147171
cg17244176,6,56329220
cg17244218,15,42258949
cg17244238,5,1728442
cg17244246,4,164417214
cg17244340,6,36973447
cg17244442,9,95244873
cg17244462,4,114682884
cg17244466,11,65122206
cg17244485,2,103443514
cg17244502,4,140111321
cg17244528,X,15806806
cg17244545,8,23890954
cg17244603,5,171834419
cg17244651,6,130334155
cg17244660,20,56523836
cg17244673,10,17166077
cg17244719,8,144661000
cg17244772,17,66249802
cg17244791,15,50223450
cg17244801,1,10758236
cg17244904,3,7830566
cg17244980,10,49664615
cg17245069,6,109416072
cg17245099,13,33756977
cg17245100,3,89295786
cg17245107,14,59766332
cg17245125,2,23843710
cg17245135,5,88018523
cg17245188,2,149632708
cg17245223,10,131647482
cg17245230,2,237379136
cg17245247,1,5462774
cg17245251,8,103603329
cg17245284,16,8622346
cg17245336,X,85767796
cg17245337,1,25558595
cg17245405,4,653614
cg17245446,17,19272700
cg17245462,5,14119186
cg17245495,14,70109873
cg17245548,2,99758173
cg17245552,11,33597274
cg17245576,6,122792872
cg17245614,16,75300032
cg17245627,21,46302191
cg17245633,6,10753193
cg17245726,1,180541205
cg17245735,1,61542978
cg17245754,1,163389843
cg17245829,6,43597249
cg17245846,12,107174000
cg17245862,6,159065191
cg17245865,6,158184815
cg17245989,2,170870592
cg17246060,18,48376126
cg17246131,1,6673670
cg17246140,2,43020263
cg17246182,10,6778121
cg17246275,6,35369835
cg17246297,7,45649774
cg17246318,15,99795398
cg17246352,X,119737961
cg17246382,15,78556939
cg17246386,11,62768965
cg17246404,3,65365161
cg17246436,9,109645568
cg17246438,1,18150956
cg17246453,12,97373872
cg17246535,10,2357362
cg17246557,6,30966937
cg17246605,X,69658324
cg17246606,1,16266160
cg17246694,1,24480846
cg17246697,X,46694136
cg17246714,3,55519185
cg17246726,16,87395351
cg17246765,22,43619730
cg17246810,20,61197066
cg17246816,12,123381820
cg17246876,2,10204016
cg17246894,9,134903639
cg17246910,1,33219157
cg17246929,2,47604175
cg17246938,22,37416521
cg17247026,10,135153936
cg17247079,18,47294569
cg17247111,15,59783473
cg17247122,4,183230167
cg17247131,6,171023231
cg17247149,3,66455637
cg17247190,6,141883436
cg17247206,15,75918630
cg17247261,19,32714838
cg17247270,19,48774657
cg17247314,11,63528668
cg17247321,3,16293910
cg17247365,16,78275150
cg17247416,16,20336332
cg17247435,13,28713451
cg17247665,5,156586208
cg17247669,9,110011678
cg17247697,3,50649182
cg17247713,20,47514318
cg17247735,6,170711331
cg17247755,18,9100998
cg17247802,1,9822009
cg17247839,3,161609012
cg17247873,10,134332276
cg17247899,12,26920081
cg17247916,6,146679731
cg17247959,16,31228432
cg17248054,15,68628673
cg17248059,6,72106648
cg17248093,1,32222626
cg17248139,6,114241873
cg17248182,13,108590407
cg17248183,17,40761137
cg17248209,3,97200691
cg17248267,2,36815510
cg17248297,8,134461892
cg17248408,16,28944242
cg17248487,5,399886
cg17248495,5,126114297
cg17248521,8,58803527
cg17248540,16,69143499
cg17248583,2,15171905
cg17248603,8,94930029
cg17248729,15,41192971
cg17248730,3,27772200
cg17248752,19,39838213
cg17248770,5,133263635
cg17248791,19,37201842
cg17248847,8,42045018
cg17248909,20,42373672
cg17248924,5,110062383
cg17249049,4,78115327
cg17249135,6,27111772
cg17249170,10,119305797
cg17249177,15,35225256
cg17249210,10,103113751
cg17249224,5,1257060
cg17249227,5,141337194
cg17249257,22,22020443
cg17249268,18,21018723
cg17249331,19,13338016
cg17249452,2,240531506
cg17249519,6,37151382
cg17249529,9,95498021
cg17249543,14,50155551
cg17249729,6,56660621
cg17249750,20,43271780
cg17249782,11,44488286
cg17249845,17,41489471
cg17249856,16,67892507
cg17249938,8,52801526
cg17249942,21,45660287
cg17249974,19,45969829
cg17249997,4,76632524
cg17250025,19,8226481
cg17250037,4,170586053
cg17250056,16,3576108
cg17250082,6,31275874
cg17250122,1,27463483
cg17250160,6,156919810
cg17250223,13,45011437
cg17250225,3,42745335
cg17250262,2,30457109
cg17250296,17,37331627
cg17250301,8,98228102
cg17250302,11,6676596
cg17250303,17,66057722
cg17250329,6,11208699
cg17250335,7,112726655
cg17250429,4,5613050
cg17250440,5,90676156
cg17250456,6,109153694
cg17250537,8,144953783
cg17250615,3,47450775
cg17250680,2,227846650
cg17250701,11,18813978
cg17250704,14,23374450
cg17250759,1,79114643
cg17250770,8,22500400
cg17250791,5,79430033
cg17250795,16,48221330
cg17250812,3,141460045
cg17250863,20,33451271
cg17250878,3,129513385
cg17250923,6,36257739
cg17250929,1,153513809
cg17250947,3,42642015
cg17251012,2,23866183
cg17251031,17,80022046
cg17251097,10,81838582
cg17251114,9,140473758
cg17251152,12,132434305
cg17251196,6,33288598
cg17251265,17,5487584
cg17251288,11,132202588
cg17251319,5,16617426
cg17251355,2,59505166
cg17251379,20,55966550
cg17251384,4,36333628
cg17251401,1,152742384
cg17251423,5,139088814
cg17251433,3,185216869
cg17251441,9,107265307
cg17251446,18,54230222
cg17251495,13,34691276
cg17251507,2,12214912
cg17251526,11,101983265
cg17251544,12,48197481
cg17251609,3,65489573
cg17251643,16,79123608
cg17251650,17,80109548
cg17251658,16,49315753
cg17251713,18,61443037
cg17251725,15,46984428
cg17251781,7,22233285
cg17251843,1,108991665
cg17251874,5,1659029
cg17251968,16,89300740
cg17252070,9,34664211
cg17252077,15,45571597
cg17252095,5,124201715
cg17252233,7,132567402
cg17252260,13,107855646
cg17252482,20,59870662
cg17252489,2,169069248
cg17252524,14,100146260
cg17252528,5,159794667
cg17252533,11,45225906
cg17252538,7,158910953
cg17252605,4,143767669
cg17252620,17,36125169
cg17252645,8,143867128
cg17252666,1,61219308
cg17252669,17,41132970
cg17252677,1,228699885
cg17252693,7,46403534
cg17252697,19,38754706
cg17252703,6,123701590
cg17252780,3,125235414
cg17252808,1,178994929
cg17252911,20,8112361
cg17252960,6,19837349
cg17253051,7,24960921
cg17253057,19,50253987
cg17253087,11,33277745
cg17253108,3,23683810
cg17253307,6,32806416
cg17253319,2,136743710
cg17253326,7,139132054
cg17253358,20,48145661
cg17253370,19,39936201
cg17253402,17,86943
cg17253407,11,133917374
cg17253459,1,114522669
cg17253462,12,130955751
cg17253517,5,93447699
cg17253584,8,121773239
cg17253588,2,145866678
cg17253709,2,62442006
cg17253785,8,67587257
cg17253810,6,29945098
cg17253835,13,72248377
cg17253842,4,149347990
cg17253884,3,51976253
cg17253909,15,25351948
cg17253931,8,127448576
cg17253939,21,33032167
cg17253981,4,114366507
cg17253982,12,96115227
cg17254056,8,135848911
cg17254125,1,117452524
cg17254176,7,151361259
cg17254222,1,1981656
cg17254224,9,124070129
cg17254229,2,121336712
cg17254259,5,5652064
cg17254273,2,152591966
cg17254303,13,50018819
cg17254383,17,53363127
cg17254384,7,37532277
cg17254386,5,70897395
cg17254388,10,31609530
cg17254414,14,104347394
cg17254434,8,117951558
cg17254442,9,99327126
cg17254454,5,122737101
cg17254607,3,55545034
cg17254663,14,21918008
cg17254701,17,78158075
cg17254710,6,27618753
cg17254718,7,135392714
cg17254749,12,20303984
cg17254756,11,114100853
cg17254807,2,241440022
cg17254832,1,40480639
cg17254904,6,170559168
cg17254929,8,16036964
cg17254945,10,9343384
cg17254961,4,7741679
cg17255000,4,88774331
cg17255005,6,129418539
cg17255062,10,104614000
cg17255063,4,41751829
cg17255067,3,128192725
cg17255085,7,157193358
cg17255108,7,157338432
cg17255125,17,75634051
cg17255142,7,31528400
cg17255144,22,21482427
cg17255148,11,2563801
cg17255150,17,20467916
cg17255175,11,18027061
cg17255187,14,91883771
cg17255214,20,43538371
cg17255245,12,30459756
cg17255277,20,35695191
cg17255287,11,46497978
cg17255302,12,52828460
cg17255342,2,29181735
cg17255349,1,32845962
cg17255368,12,56711685
cg17255375,16,19025909
cg17255397,5,170764117
cg17255450,4,5710371
cg17255495,6,4733561
cg17255500,11,64828198
cg17255502,18,57271842
cg17255631,17,21256191
cg17255672,1,11230104
cg17255703,3,158787140
cg17255712,17,70116184
cg17255714,19,53924376
cg17255752,3,147073043
cg17255756,8,38117581
cg17255761,4,8478918
cg17255802,9,112083402
cg17255817,1,202135770
cg17255821,16,87236885
cg17255833,16,75292518
cg17255878,17,4699454
cg17255928,1,38988722
cg17255939,14,44977898
cg17255947,6,28984779
cg17256029,11,64491556
cg17256073,9,132258856
cg17256108,10,134553539
cg17256152,2,132919239
cg17256156,14,105473750
cg17256157,6,142410099
cg17256172,21,37554007
cg17256192,5,31323296
cg17256227,6,112406097
cg17256240,11,71276556
cg17256250,7,143806054
cg17256253,4,968602
cg17256260,4,3293714
cg17256334,2,86850229
cg17256364,10,17495133
cg17256397,1,78745232
cg17256404,X,100183952
cg17256465,3,171802457
cg17256506,10,28593235
cg17256525,16,53088122
cg17256532,10,118031949
cg17256555,8,117778487
cg17256657,18,77585417
cg17256679,17,32647708
cg17256681,1,90344714
cg17256691,14,100729653
cg17256697,7,81240256
cg17256706,15,78469902
cg17256711,6,154331077
cg17256712,3,159204527
cg17256729,5,137170046
cg17256760,2,16035876
cg17256791,15,85547763
cg17256817,2,28841734
cg17256835,3,57530712
cg17256859,14,106902954
cg17256873,14,76636935
cg17256908,21,44094979
cg17256922,8,20317672
cg17256930,16,67807096
cg17257016,5,132670477
cg17257024,9,6046680
cg17257126,2,45666294
cg17257165,9,104218713
cg17257175,1,155163541
cg17257265,11,67191525
cg17257444,11,59224043
cg17257469,7,137775103
cg17257516,6,4358809
cg17257554,2,242004823
cg17257571,2,215673455
cg17257587,11,63912582
cg17257596,17,20039456
cg17257636,17,79414214
cg17257645,12,133218404
cg17257676,22,29137983
cg17257718,8,143312941
cg17257720,8,17027612
cg17257729,19,1593911
cg17257731,3,192446570
cg17257732,12,99039021
cg17257733,3,9961960
cg17257757,10,70057304
cg17257857,20,23625496
cg17257862,5,637787
cg17257916,9,118961232
cg17257934,12,131690458
cg17257944,16,11836936
cg17257947,8,22541475
cg17258069,1,156215845
cg17258140,15,28983695
cg17258147,19,50047394
cg17258157,4,54042393
cg17258195,15,74466336
cg17258226,18,42639471
cg17258228,6,135376694
cg17258265,17,80693662
cg17258276,X,100645748
cg17258299,21,43470713
cg17258304,10,125333042
cg17258335,17,1474777
cg17258364,17,1810541
cg17258387,2,174924429
cg17258393,15,45689626
cg17258433,12,132006777
cg17258440,14,89041048
cg17258442,1,77460515
cg17258460,21,39087624
cg17258551,19,18077790
cg17258605,18,48188505
cg17258607,13,95410411
cg17258637,20,38921703
cg17258678,X,118700344
cg17258702,10,119656476
cg17258727,13,76869280
cg17258741,17,27400786
cg17258765,1,25202616
cg17258816,17,73029360
cg17258817,13,98685777
cg17258826,15,80119696
cg17258900,6,137541816
cg17258952,3,10137144
cg17258972,5,141249365
cg17259065,5,159626769
cg17259086,17,4640602
cg17259096,5,140201350
cg17259143,6,30114038
cg17259183,10,134599983
cg17259191,2,146664339
cg17259245,3,51430027
cg17259265,11,125753372
cg17259298,5,145583024
cg17259303,3,157487091
cg17259318,1,212699292
cg17259334,14,92222114
cg17259358,6,99273384
cg17259487,18,8261298
cg17259602,6,44197179
cg17259633,7,7244801
cg17259656,5,148521111
cg17259741,4,4291993
cg17259759,11,65881544
cg17259761,5,102364834
cg17259790,12,30849238
cg17259862,3,50309202
cg17259886,5,147040666
cg17259920,10,85367719
cg17259931,3,196070036
cg17259948,3,145940167
cg17259952,20,58838243
cg17260002,17,6703263
cg17260029,X,20391360
cg17260058,18,77744645
cg17260124,11,77734743
cg17260132,21,47822605
cg17260145,3,52426026
cg17260180,17,6610103
cg17260184,1,62901820
cg17260222,5,148186632
cg17260274,14,106452742
cg17260276,1,44399854
cg17260318,19,4067603
cg17260354,17,74002063
cg17260383,8,22298245
cg17260426,10,91174405
cg17260449,3,133380963
cg17260474,7,19187531
cg17260475,2,19378177
cg17260591,10,46221253
cg17260631,17,76162666
cg17260660,11,44927831
cg17260706,11,118782878
cg17260712,5,7911397
cg17260725,15,59397287
cg17260732,X,95939561
cg17260771,20,55311680
cg17260819,17,55644256
cg17260918,10,115614140
cg17260954,15,26026346
cg17260962,7,37181570
cg17260968,16,10746075
cg17261040,6,143381999
cg17261055,22,46326674
cg17261085,14,105461005
cg17261096,5,151986803
cg17261118,7,5821417
cg17261120,11,12578706
cg17261139,22,39134144
cg17261145,3,136491488
cg17261189,8,6857041
cg17261196,8,10486620
cg17261211,17,77207129
cg17261234,14,101925618
cg17261303,10,133948206
cg17261469,16,87420878
cg17261508,5,150399533
cg17261529,20,32778059
cg17261615,2,73525331
cg17261621,12,112452138
cg17261658,9,109431999
cg17261675,21,46102565
cg17261676,6,26016807
cg17261708,5,176794206
cg17261712,5,176049060
cg17261804,11,2422606
cg17261827,1,203450632
cg17261830,14,75593524
cg17261919,15,64580929
cg17261932,7,5468680
cg17261979,6,44492922
cg17262025,7,12610383
cg17262026,22,37038659
cg17262038,21,35126409
cg17262058,12,75944381
cg17262065,7,39653640
cg17262143,1,10928069
cg17262201,17,74651116
cg17262328,7,55955157
cg17262415,14,77227868
cg17262492,20,44576448
cg17262610,20,32505948
cg17262642,14,99727251
cg17262755,5,142286603
cg17262810,10,35676873
cg17262823,6,131034774
cg17262868,17,1127151
cg17262897,X,48439969
cg17262926,17,780954
cg17262932,4,187112663
cg17263012,8,8646937
cg17263026,2,121453142
cg17263053,2,26785186
cg17263061,2,26915891
cg17263089,12,98986180
cg17263130,22,46229263
cg17263173,20,16709356
cg17263194,22,32454524
cg17263206,5,154071246
cg17263323,4,5238458
cg17263363,6,29933914
cg17263474,3,184369829
cg17263528,4,75205132
cg17263539,8,146016452
cg17263566,11,119384365
cg17263567,5,93127135
cg17263602,17,59433765
cg17263665,6,168436794
cg17263716,2,47382461
cg17263719,1,37961489
cg17263723,12,99226051
cg17263819,12,119697734
cg17263820,20,42965729
cg17263823,21,33942141
cg17263892,21,44074452
cg17263916,5,138704492
cg17263965,7,75861946
cg17263974,15,102030214
cg17263986,2,165809580
cg17264028,2,73487971
cg17264064,18,47322165
cg17264184,1,89464256
cg17264209,16,88923489
cg17264240,4,186456975
cg17264271,6,152126937
cg17264299,2,239452573
cg17264397,6,168977744
cg17264417,4,123844247
cg17264470,19,49260284
cg17264472,8,126581129
cg17264513,7,8476449
cg17264522,20,21491177
cg17264541,5,138743683
cg17264563,8,99014291
cg17264603,9,74763817
cg17264609,2,105051017
cg17264650,16,70268979
cg17264702,15,101835651
cg17264718,7,29112880
cg17264730,4,84391241
cg17264752,17,53343400
cg17264754,1,3782669
cg17264765,11,17899519
cg17264779,17,2930876
cg17264818,2,95612984
cg17264834,19,54784317
cg17264882,9,13445177
cg17264909,6,33955555
cg17264919,6,150654613
cg17264941,6,29698404
cg17265019,1,206515076
cg17265051,1,1361413
cg17265073,10,38265538
cg17265115,4,734691
cg17265120,17,42987381
cg17265140,17,39481373
cg17265242,1,247253094
cg17265279,9,129567167
cg17265300,2,6026871
cg17265311,15,89090505
cg17265330,17,16289690
cg17265358,4,781271
cg17265470,7,135006594
cg17265515,8,595645
cg17265576,5,1509298
cg17265693,17,7166489
cg17265722,14,61681827
cg17265729,1,89990858
cg17265790,5,159395850
cg17265829,4,126238421
cg17265849,16,50340408
cg17265871,10,72299785
cg17265898,3,121612943
cg17265923,4,54374371
cg17265961,3,173871973
cg17265994,11,2905023
cg17266123,21,30476809
cg17266126,7,154911278
cg17266153,10,14949098
cg17266162,22,17413740
cg17266233,11,46382724
cg17266238,21,29385055
cg17266275,10,29084857
cg17266282,6,112294531
cg17266287,12,3368645
cg17266332,9,117846655
cg17266357,12,133720349
cg17266406,2,60743020
cg17266431,1,1711068
cg17266460,14,23789690
cg17266475,15,92642143
cg17266515,2,234627261
cg17266562,10,26727597
cg17266581,18,74799571
cg17266622,18,72513369
cg17266672,12,32481321
cg17266690,6,30713243
cg17266695,17,71933293
cg17266780,9,793022
cg17266805,5,174776889
cg17266839,5,179737966
cg17266920,11,93424153
cg17266935,6,158543300
cg17267064,15,28389916
cg17267115,11,62412014
cg17267171,3,188864772
cg17267230,8,29669684
cg17267239,1,173640199
cg17267256,4,113437984
cg17267260,5,12321
cg17267335,7,64790857
cg17267339,16,20912346
cg17267396,17,76156094
cg17267398,17,671648
cg17267423,6,131034836
cg17267493,17,7460484
cg17267508,1,1187973
cg17267523,5,141168277
cg17267532,5,177826559
cg17267559,18,54322596
cg17267628,1,203463237
cg17267654,6,170411556
cg17267676,19,1194782
cg17267681,10,134071650
cg17267710,20,61161231
cg17267720,15,34396247
cg17267737,7,158819530
cg17267769,4,83358803
cg17267804,5,159735391
cg17267805,10,44880544
cg17267822,2,38470644
cg17267835,6,161413432
cg17267866,7,156178884
cg17267880,20,31126717
cg17267907,8,6838023
cg17267956,1,173475954
cg17267961,17,76964578
cg17267976,2,31807473
cg17268033,10,95362
cg17268044,22,34054039
cg17268070,5,1672017
cg17268079,9,139371223
cg17268094,3,193019766
cg17268104,1,167420422
cg17268111,6,12163816
cg17268129,18,64266419
cg17268130,4,48145378
cg17268189,1,20190558
cg17268245,7,111203494
cg17268276,5,100236198
cg17268327,21,43659626
cg17268387,10,125309348
cg17268483,15,50477520
cg17268574,3,49591737
cg17268585,11,73997364
cg17268628,2,73441206
cg17268658,2,106015744
cg17268699,5,50219466
cg17268710,7,36910788
cg17268726,7,10976747
cg17268758,13,100780550
cg17268775,12,133420671
cg17268801,19,24269967
cg17268882,3,184430217
cg17268931,20,61274694
cg17268967,8,8719426
cg17268992,X,72666980
cg17269048,3,64212166
cg17269088,6,24588955
cg17269168,14,93107604
cg17269169,10,373157
cg17269266,4,100816164
cg17269277,4,1796141
cg17269284,X,36997264
cg17269348,6,11486908
cg17269352,20,55921647
cg17269361,6,48509830
cg17269384,21,38227007
cg17269424,1,5927416
cg17269430,1,236305618
cg17269485,6,145320763
cg17269506,19,749945
cg17269548,7,44836289
cg17269565,15,80940179
cg17269581,17,16876374
cg17269596,1,244995111
cg17269633,17,42733599
cg17269733,5,43041145
cg17269913,2,175435543
cg17270005,3,52444624
cg17270013,15,79236838
cg17270036,2,214015871
cg17270092,X,148085856
cg17270100,10,130326231
cg17270101,1,57286559
cg17270104,13,44452837
cg17270234,11,71248905
cg17270248,1,10782408
cg17270276,6,111303748
cg17270279,9,33474349
cg17270370,10,31651340
cg17270475,7,80642463
cg17270497,7,73256359
cg17270519,12,132923338
cg17270520,11,68518950
cg17270598,1,54522820
cg17270690,20,48844508
cg17270736,1,153739225
cg17270744,8,41942547
cg17270805,13,46757398
cg17270808,1,166808350
cg17270821,10,134362757
cg17270843,10,99079073
cg17270863,12,65507565
cg17270887,12,27311430
cg17270891,4,132642640
cg17270894,4,7762704
cg17270927,14,35162683
cg17271006,13,108103029
cg17271018,22,32502756
cg17271029,1,212865539
cg17271030,10,134890091
cg17271056,6,1308390
cg17271099,1,4754210
cg17271133,17,6428003
cg17271145,19,10526714
cg17271146,12,54718228
cg17271180,15,76629109
cg17271184,5,104369954
cg17271223,7,132957774
cg17271232,6,110677183
cg17271269,11,61388863
cg17271279,12,7174663
cg17271308,5,10616845
cg17271329,16,87328953
cg17271338,4,187112040
cg17271374,3,32389058
cg17271428,12,28128668
cg17271471,4,146859845
cg17271493,6,134957549
cg17271494,2,228242471
cg17271504,1,201864500
cg17271561,19,52839333
cg17271585,20,36153946
cg17271592,1,149821901
cg17271658,1,1465189
cg17271659,6,138614398
cg17271677,1,13942435
cg17271683,18,73257
cg17271750,12,121352819
cg17271875,8,71580816
cg17271890,18,29000713
cg17271930,5,114939615
cg17271960,1,1550778
cg17271970,18,76077299
cg17271974,1,204462539
cg17272019,15,102094600
cg17272030,1,120462970
cg17272114,5,34679729
cg17272126,11,6462827
cg17272168,14,69616170
cg17272224,2,45237884
cg17272280,2,2875085
cg17272291,7,5259293
cg17272303,4,105896039
cg17272331,6,101328505
cg17272374,16,88011186
cg17272429,4,58132204
cg17272491,12,133405851
cg17272549,2,54984949
cg17272571,1,14221307
cg17272579,10,22609628
cg17272589,16,16181014
cg17272620,19,4540332
cg17272632,10,33625332
cg17272744,11,506428
cg17272761,18,20150636
cg17272795,10,38382848
cg17272843,11,77734279
cg17272868,1,229516744
cg17272899,18,46116900
cg17272966,11,100275834
cg17273025,7,140259047
cg17273031,19,35329165
cg17273043,18,77153425
cg17273096,6,55761409
cg17273098,16,48526903
cg17273100,2,162652845
cg17273175,X,152127660
cg17273183,1,214422385
cg17273285,4,53473461
cg17273375,12,119417742
cg17273393,15,48412658
cg17273415,1,247373509
cg17273416,12,54368202
cg17273418,2,30850180
cg17273518,13,103411358
cg17273540,16,11854560
cg17273588,2,100760350
cg17273683,1,24921730
cg17273725,2,176042506
cg17273837,10,7662984
cg17273845,2,234294035
cg17273902,19,47104480
cg17273911,11,126872862
cg17273919,11,96144565
cg17273961,19,43323313
cg17273983,6,31707247
cg17274013,22,36647821
cg17274024,X,153991812
cg17274047,20,32668425
cg17274057,1,164599430
cg17274064,21,40033891
cg17274072,15,90904226
cg17274080,22,21921827
cg17274106,2,86058188
cg17274126,8,41522934
cg17274142,X,135385254
cg17274188,19,10805762
cg17274215,2,161824232
cg17274288,3,186502412
cg17274290,11,27235324
cg17274330,5,153961992
cg17274357,22,19163159
cg17274378,17,79168725
cg17274387,X,103349779
cg17274400,12,8234944
cg17274401,11,2159148
cg17274428,5,157170600
cg17274497,3,37018170
cg17274599,4,119321773
cg17274605,5,53550833
cg17274632,10,121085116
cg17274640,11,111637273
cg17274673,5,150157358
cg17274676,2,207848320
cg17274681,6,149067660
cg17274704,2,218779101
cg17274742,7,23286538
cg17274771,17,7465071
cg17274774,2,105953744
cg17274786,13,30756797
cg17274827,1,94075554
cg17274881,4,79103243
cg17274885,13,99399449
cg17274916,17,26685432
cg17274917,21,30967348
cg17274923,14,39644348
cg17274953,19,15947905
cg17274976,11,66101031
cg17274992,14,96968757
cg17275043,2,201612878
cg17275047,4,183746608
cg17275071,14,91296141
cg17275073,5,2712097
cg17275074,5,135701421
cg17275109,20,38955593
cg17275148,1,38751487
cg17275207,10,64895682
cg17275242,11,59792772
cg17275287,2,120975020
cg17275311,8,886569
cg17275345,1,232845625
cg17275432,6,23854493
cg17275472,7,137003132
cg17275514,5,75608449
cg17275551,6,39462993
cg17275624,7,148876638
cg17275695,22,29172804
cg17275700,4,91049006
cg17275718,7,100431884
cg17275781,14,103740084
cg17275844,4,48500941
cg17275857,8,61486052
cg17275875,6,13371020
cg17275905,6,98490395
cg17275973,X,19787766
cg17275991,19,58003311
cg17276002,10,75172805
cg17276021,1,16084444
cg17276036,4,26492221
cg17276082,9,140083192
cg17276103,1,85902973
cg17276106,2,120006589
cg17276118,11,92083800
cg17276120,11,4137104
cg17276158,6,76311074
cg17276289,3,190104244
cg17276329,1,161500440
cg17276379,1,171750565
cg17276410,17,27295834
cg17276450,1,23044352
cg17276453,8,144901363
cg17276535,4,3372122
cg17276568,19,33663230
cg17276590,10,119304486
cg17276606,6,158148897
cg17276610,4,74734573
cg17276624,7,70926205
cg17276646,19,29738880
cg17276647,2,100981967
cg17276652,1,76321263
cg17276677,3,52324690
cg17276684,19,10354570
cg17276754,11,130049708
cg17276794,5,1474047
cg17276837,7,116622171
cg17276838,17,49303078
cg17276853,17,32964595
cg17276863,1,230991707
cg17276874,11,17805287
cg17276976,2,200320889
cg17277001,5,1244502
cg17277199,2,24397844
cg17277212,2,43606821
cg17277248,2,107458179
cg17277292,9,136319218
cg17277337,17,181996
cg17277379,14,78123962
cg17277456,7,131148452
cg17277529,11,69633958
cg17277627,2,98982783
cg17277633,11,63605848
cg17277708,1,165184374
cg17277729,1,15480229
cg17277798,1,89281453
cg17277820,12,128903402
cg17277821,12,123942601
cg17277828,19,19483690
cg17277833,2,43558543
cg17277890,11,5710736
cg17277892,3,69591802
cg17277896,1,151445540
cg17277939,12,70093007
cg17277949,4,144480291
cg17277952,10,74505981
cg17278038,1,45452569
cg17278057,20,62383480
cg17278062,1,17732727
cg17278072,7,155258410
cg17278115,4,170533380
cg17278207,3,148768045
cg17278249,12,76478804
cg17278281,18,28813953
cg17278283,14,105560493
cg17278295,19,2131860
cg17278322,10,33184684
cg17278327,6,136425146
cg17278355,7,1746929
cg17278368,20,22778080
cg17278401,5,66462661
cg17278419,5,767522
cg17278444,3,4572944
cg17278447,7,98255969
cg17278453,7,45962575
cg17278466,17,76798202
cg17278468,2,241634943
cg17278472,17,17859970
cg17278496,6,151139147
cg17278528,2,177005718
cg17278549,3,128068879
cg17278573,19,58070998
cg17278595,2,132149535
cg17278655,17,7146545
cg17278667,8,27631887
cg17278689,2,162874214
cg17278690,11,134626805
cg17278718,19,4670638
cg17278724,1,229142380
cg17278735,7,8476833
cg17278770,5,175789135
cg17278771,1,151319973
cg17278793,1,149767908
cg17278839,13,24462649
cg17278853,4,111396366
cg17278864,17,12877320
cg17278890,10,5541725
cg17278906,7,72155330
cg17278953,X,37544815
cg17278960,1,59775907
cg17278992,5,43413302
cg17279041,2,139477794
cg17279042,1,158898520
cg17279079,17,79095817
cg17279085,1,225953696
cg17279103,1,174993123
cg17279125,17,8736208
cg17279135,11,65151691
cg17279138,21,43657929
cg17279142,2,143591890
cg17279147,6,14739368
cg17279239,3,38168130
cg17279265,19,33467284
cg17279327,17,27047566
cg17279338,19,11998999
cg17279365,1,217168634
cg17279394,9,137519101
cg17279409,18,76305781
cg17279410,18,59998728
cg17279445,4,188428636
cg17279458,3,44753947
cg17279524,1,236958924
cg17279526,2,20326082
cg17279551,5,139970458
cg17279557,4,87927654
cg17279574,6,11736965
cg17279583,4,119832363
cg17279592,6,170038732
cg17279652,5,180622275
cg17279685,X,73073710
cg17279754,6,27585299
cg17279773,15,29346520
cg17279789,17,53828266
cg17279804,14,52183866
cg17279839,7,150038597
cg17279868,1,11737688
cg17279887,7,97735624
cg17279912,13,111267789
cg17279942,12,111499762
cg17279959,X,13671129
cg17280022,5,171830913
cg17280027,21,30517279
cg17280106,17,77767083
cg17280129,X,17678360
cg17280134,17,8960046
cg17280138,16,84001726
cg17280172,11,123082795
cg17280180,7,4383251
cg17280228,19,38269772
cg17280284,6,29414754
cg17280299,5,132082689
cg17280340,11,66644464
cg17280346,3,147126702
cg17280350,2,20853359
cg17280398,3,138478194
cg17280408,12,113274969
